,stemmed,sentiment
572,bang ayooo dong buat konten main pb lg toxic lg dong pb,1
573,bang baca elu buat channel lucu kadang hibur kali garing aku slalu tonton bang iklan kagak aku skip sukses terus lah kapan kapan ngadain give away gitu lah yaw,1
574,bang baca komentar,1
575,bang bagaimana ketemu reza arap waktu youtube rewend,1
576,bang bahasa jqga,1
577,bang balikin filthy rickz,1
578,bang bang bang bang bang bang bang bang bang bang bang bang ned nod,1
579,bang bang cuekin udhkamumendingan soap king dahh,1
580,bang berani bilang putus pacar orang ntrokamulegendaris anjingng,1
581,bang buat challenge ng c k liat foto jesnolimit,1
582,bang buat draw my life dong,1
583,bang buat filthyrickz dong,1
584,bang buat frank kamu seru dah,1
585,bang buat kompilasi ketawa jahat tertawa asli,1
586,bang buat konten game lg dong saran doang si,1
587,bang buat konten lebih cepat dong sabar mau nonton laku toxic abang goodjob buat fideonya,1
588,bang buat konten ngewe ama pacar baru dong biar gregett,-1
589,bang buat konten point blank lgi donk,1
590,bang buat lagu,1
591,bang buat lagu,1
592,bang buat ome tv,1
593,bang buat prank apa apa teriak wikk wikk ah ah ah tmoat umum wkwk,1
594,bang buat prank bom,1
595,bang buat rap paket hat komentar tujuh like,1
596,bang buat review mobilkamudong bang,1
597,bang buat tutorial main lee sin,1
598,bang buat video challange hari toxic,1
599,bang buat video yg iklan,1
600,bang buat videotentang masa susahkamudong bang,1
601,bang buat vlog konyol dong,1
602,bang tidak toxic hari,1
603,bang ubah sikapnyaa yah chanel makin kembang,1
604,bang bkin lagu komentar haters donk wkwk gpp wlaupun toxic smuaa,1
605,bang bkinin yg part ii dong bang,1
606,bang bli subscribe,1
607,bang botak dong payah kamu,1
608,bang botak pless,1
609,bang buat draw my life dong,1
610,bang buat benci part y plisa,1
611,bang buat internet personality,1
612,bang buat lagu komentar benci bang biar adsens,1
613,bang buat lebel samping video kamu r bo remaja bimbing orang tua biar anak anak nonton biar lucu hahahaha,1
614,bang buat pink guy dong ngakek nonton video kamu dulu pas pink guy,1
615,bang buat prank dong pliss tujuh like,1
616,bang buat video hari plisss,1
617,bang buat video main lol dong,1
618,bang buat video prank hey tayo,1
619,bang buat videomakan roti pakai sperma bang,1
620,bang buatin tutorial move on dong,1
621,bang bunuh arap dong wkwkwkwk tod,1
622,bang cahwiguna ikut youtube,1
623,bang channelkamuyang dulu maap bang channel dulu anggap remeh sekarang selamat bang sekarang abang udah jadi yutubers bisa buat yutube rewind selamat buat bang dylan pros bang michaelsow bang kapten liong walaupun ikut bang selamat buat abang,-1
624,bang coba aku kasih tantang bulan cakap kotor toxic,1
625,bang coba buat chanell elo toxic,1
626,bang coba buat konten islam konten eksperimen dengar al quran,1
627,bang coba cicipin peju sendiri aku penasaran sama rasa,1
628,bang coba coli,1
629,bang coba donk reaction kakek legend mesum hahah yg tuju like okk,1
630,bang coba kamu buat flog masuk greja,1
631,bang coba kamu potong rambut psti lebih cool kurang enak pandang gitu bukan gmau nnton bang jing,-1
632,bang cobakamujangan sombong jangan so tampan itu benci balik fans lo,1
633,bang coba main minecraft kocak plus tular toxic ny erick begini,1
634,bang colab ama nyokap lu,1
635,bang colab sama anak zeus,1
636,bang colab sama corygore aku subscribe channel kamu kamu main franco saing skill hook sama wolf xotik,1
637,bang colab sama qorygore dong,1
638,bang coli,1
639,bang collab ma bang leokoce,1
640,bang collab sama arap bang,1
641,bang collab sama kim hime la wkwkwkwkwk,1
642,bang collab sama rap bang ih,1
643,bang cover lagu thailand,1
644,bang cover lagu wik wik wik wik wik ah ah ah ah ah ay saaahh cewek bang tunggu video,1
645,bang dah hamilin berapa cwe kamu bang,1
646,bang dajjal mage tank,1
647,bang dateng dong pensi oktober tunggu krhadirannya,1
648,bang botak bn,1
649,bang dicariin lucifer,1
650,bang diw usah nonton goblok,-1
651,bang eric buat konten sama pacar dong seru,1
652,bang eric toxic dapet juta subscribe fans yg tunda,1
653,bang eric so good buat viewers naik biarin bang penting duit lancar ten upnormal,1
654,bang eric w nitip wa yak,1
655,bang erick banyak ngomong saru,1
656,bang erick buat vdio tutor col bangsat,1
657,bang erick collab ama bang qorry dong,1
658,bang erick iklan chanel kamu aplikasi goblok terus,-1
659,bang erick juta subscribe potong rambut botak dong awkwk buat yutub subscribe semua kamu bang kalian ketemu minta foto rumh kamu,1
660,bang erick ngelakuin semua konyol punya malu gais beda sama yaudah nikmat mayan buat bahan colmek ceue ceue,1
661,bang ericko agama pa y aaa,1
662,bang ericko aku fans abang,1
663,bang ericko kalau tau warnain rambut selesai berapa duit aku mw warna abu gitu,1
664,bang ericko lim biar hatersmu tetap rim berkah bang wkwkw mantab tertawa aku liat videoini semngat terus bang,1
665,bang ericko lim aku minta iphone,1
666,bang ericko tetep ngefans sama abang ndak usah ndengerin benci yg terlalu sadis tujuh abang mnghibur moga tambah sukses,1
667,bang erickolim buat lg donk aku nonton lucu anjir bangsat kalau suka ngapaon tonton kentot bang ericko tuju ngehibur kalian semua tod ngapainkamusubscribe gasuka ama konten bangsat kena trigger dah,-1
668,bang erickolim tetap jalan setan aje bang jangan peduli orang orang idiot,-1
669,bang erico lim kapan buat video,1
670,bang erico paling kocak,1
671,bang ericolim salah satu subscriber kamu fans kamu bang,1
672,bang ericontolim makan pejuh kim himme dong kwkwkw,1
673,bang erik ayo mabar pubg,1
674,bang erik cuma mau buat kamu asik gituuu goblok kamu haters,-1
675,bang erik iri ama melet lu,1
676,bang erik gantenng,1
677,bang erik benci mh diemin ae yg penting semangat bang youtube,1
678,bang erik main pb dong bang gemar lama kangen bang,1
679,bang erik main pb dong bang gemar lama juga kangen bang,1
680,bang erik gila youtubekamulu ngehate boi please lah butuh duit bukan cuman elu doang ngntot yang kerja elu yang bacot tingkat slb,-1
681,bang eriko kapan ngomong toxic aku kangen sama toxic ankamubangin,1
682,bang g react tik tod lg,1
683,bang buat lagu diss benci,1
684,bang usah mikirin benci banyak yg suportkamubang,1
685,bang gampang banget jawab benci lu,1
686,bang ganti semir rambut elu donk msk terus x yg lh,1
687,bang gara gara kamu teman aku dulu toxic sekarang banyan toxic,1
688,bang gara satu sekolah w,1
689,bang gebetan aku pacar ama temen aku bagaimana ni,1
690,bang bantukamubikin konten riding komentar heter,1
691,bang dukung kamu lahir sampe surga,1
692,bang fans lo,1
693,bang haterslu,1
694,bang jilat sepatu makan daun di bully,-1
695,bang kan dh subscibe tidak tanda merah wahkamuboongkamubang,1
696,bang kangen kamu main pb lgi,1
697,bang kemarin makan sumpit pake bubur,1
698,bang kilk subscribe x,1
699,bang klik subscribenya kali,1
700,bang mau indomaret mau nitip,1
701,bang mau haterskamutapi bingung bagaimana cara,-1
702,bang mau jdi murid didikkamunjing,1
703,bang mau kasih kata rahasia,1
704,bang mau nanya samakamutolong jawab kepo banget nikamusering ngomong anak kampang kan ciri khas orang lampung apakamuada turun orang lampung,-1
705,bang mencet tombol subscribe malah pause vidionya,1
706,bang muslim jdi jangan pake toxic bales jwabah tdi kalau mau antem sini goblok,-1
707,bang ngak pernah skip iklan lu,1
708,bang nontonnya iklan mulu bngst wkwkw,1
709,bang nungguinkamubkin konten milf,1
710,bang saran ni chenel khusus biar anak kecil ngeliat,1
711,bang selau dukung lu,1
712,bang suka ngejek kamu erickontolim bang tetep suka ama kamu bang,1
713,bang masuk benci elu aku pens samakamubang terus karya bang,-1
714,bang tetep gemar donk,1
715,bang udah lewat detik gabisa subscribe tambahin dong waktu menit gitu,1
716,bang udah unsubcribe,1
717,bang aku challenge yaitu,1
718,bang aku bocah ni bolah hate komentar gx biar aku yg buly subsciberkamuwkwkw,1
719,bang aku cuma mao bilang tdi adsense tidak skip nonton ampe habis,1
720,bang aku laper,1
721,bang aku suportkamucuma perlu koreksi darikamucuma katakamuaja perlu halus dikit,1
722,bang aku bukan haterskamutapi aku ken bilang vagina,-1
723,bang aku cewe bukan hode kotor,-1
724,bang aku dh tahun subscribe channelkamutapi x pernahkamulike kasi emot di comment aku u tidak banyak sekarang but its,-1
725,bang aku mau buat chanel youtube,1
726,bang aku mau nanya kokkamungebet banget tahun untuk juta subscribe emnk knp bang,1
727,bang aku mau nanyakamunge fans sama bang arap,1
728,bang aku mau nanyak,1
729,bang aku nonton mlm cerah,1
730,bang aku nonton videokamusambil boker alhasil tai aku keluar lancar,-1
731,bang aku saraninkamuhapus channel aj wkwkwq nyindir yaa,1
732,bang aku sering nonton elu kalau buat konten jangan yg mabok atau segala macem bang kalau konten yg gila goblk tolol gpp bang seru buat ketawa and buat semangat buat akhir hidup wkkwkwk canda,-1
733,bang aku gemar tulang,1
734,bang aku udah klik subscribe selesai aku klik,1
735,bang aku udah subkamutapikamusuruh aku subscribe terus bagaimana,-1
736,bang hapus dong chanel kamu bang,1
737,bang hapus dong tato plzzz,1
738,bang kamu kasih lagu kamu yg hipokrit bang l jir,1
739,bang hate comment,1
740,bang benci aku baik mungkin tahu cara buat benci jd jahat,1
741,bang benci kamu goblok semua yg byk duit byk benci lebih baik hapus cenel tertawa,-1
742,bang i love youu,1
743,bang iklan goha dtk skip,1
744,bang iklan kamu yg aku skiip,1
745,bang inget arjun sanjaya,1
746,bang intro pake wik wik wiknitin gitun bayak dong views abang icko makin masuk trending,1
747,bang isis bukan teroris jangan salah paham,1
748,bang orang ngechat hate ngak punya modal buat buat video jadi mereka ngatain,1
749,bang haters kamu kbanyakan nonton kgak pke mkir ujung kamu buat konten jga nonton,1
750,bang islam,1
751,bang sasuke laah rambut udah panjang tu,1
752,bang janagn laden benci terus karya,1
753,bang jangan banyak toxic kena azab sinetron mnctv,1
754,bang jangan dengerin benci,1
755,bang jangan lama lama upload youtube rewindnya,1
756,bang jangan nang bang,1
757,bang jangan ngomong jorok aku jijik,1
758,bang jangan terlalu toxic bang banyak anak kecil nonton kalau hatdehhh,1
759,bang jangan toxic bukankah kamu dh janji buat toxic,1
760,bang juta live coli wkkw,1
761,bang juta subkamuco pake balsem geliga dong,1
762,bang juta subscriber grebek rumah johnny sins biar rame gitu sensasi,1
763,bang juta subscriber minum p ju,1
764,bang juta subcriber give way lonte hehe,-1
765,bang kak audy knpa jarang buat videobang,1
766,bang kakak kelas aku,1
767,bang kalau dah juta donasiin,1
768,bang kalau benci balas gin kamu bngsd tampol kamu,1
769,bang kalau kamu makan kadal hidup aku subscribe,1
770,bang kalau nnton semua video kamu skip iklan subscribe masuk fans benci,1
771,bang kalau saran tulis mulai video,1
772,bang kalau sering buat video yg nyangkut benci dong bang wkwk,1
773,bang kalau tau cita citakamuitu apa yak,1
774,bang kalau mau juta buat challenge orang jess no limit botak,1
775,bang kamu buat collab sama kim hime viewrs banyak,1
776,bang kamu buat dong vlog gaming free fire biar pesona gitu wkwkaters,1
777,bang kamu coli pake tangan kiri,1
778,bang kamu dekil benar ane klik subscribe x semangat ngegasnya,1
779,bang kamu diss pliss kasih balas buat orang gila link,-1
780,bang kamu motivasi,1
781,bang kamu edit kamu gila rando bang wkwkwk,-1
782,bang kamu goblok,1
783,bang kamu iklan,1
784,bang kamu toxic cuman yutup,1
785,bang kamu papa apa tamper pas gbk,1
786,bang kamu pinter asli,1
787,bang kamu buat video yg faedah bang biar subscriber kamu banyak dannnn kamu jomblo,1
788,bang kamu subsback w,1
789,bang kamu terus si joji,1
790,bang kamu pacar sama kim hime haha,1
791,bang mereka suruh un subscribe kalau subscribe abang mana abang makan teman abang makan yg bilang pikir kali bos,1
792,bang kangen opening dora bang,1
793,bang kapan botak,1
794,bang kapan challenge makan jemb t,1
795,bang kapan kapan vlog mars,1
796,bang kapan bandung,1
797,bang kapan kentot sama kimmy him him,1
798,bang kapan kolab ama nyokap,1
799,bang kapan maen pb lg bang,1
800,bang kapan main pb bang,1
801,bang kapan mau botak nyaaa,1
802,bang kapan live streaming udah pingin liat live lagi,1
803,bang kapan nikah,1
804,bang kapan verified,1
805,bang kasih tau bocor youtube rewind dong bang,1
806,bang kata mau botak kalau juta subscribe,1
807,bang kata renti toxic ngomong kotor,1
808,bang nya subskamuheters,1
809,bang jimat tahun,1
810,bang keep it up orang cuma ngeliat sisi buruk doang sebner tidak tau baik kamu,1
811,bang kembang cenel bang,1
812,bang sering upload,1
813,bang kalau mau haterskamudaftar berapa duit,1
814,bang knp youtuber ngomong jangan lupa subribe kalau lupa napa,1
815,bang kokamuganteng,1
816,bang mukakamukae kntlonk erikontoruu,1
817,bang chandra liow nggk ad youtube rewind,1
818,bang di youtube rewind ada skinny,1
819,bang cewek tidak asik,1
820,bang ad ody tidak asikk hard pray hard lim dong,1
821,bang tidak iklan bang,1
822,bang hati kamu kuat aku kalau dikatain rasa putus hati aku,1
823,bang iklan kondom,1
824,bang lidah panjang,1
825,bang kokkamukerad yak,1
826,bang subcriberkamugoblok,-1
827,bang youtube rewind ajak qorygore bang,1
828,bang kolab bang sama pacarkamumaen teken,1
829,bang ktanya juta subscribe,1
830,bang rangin toxic kamu subscribe naik,1
831,bang kali buat konten bayank bacot,-1
832,bang laurentius rando di youtube rewind,1
833,bang lebih milih jess no limit dleyn pross lebih jago siapa mohon jawab,1
834,bang lianteey mana,1
835,bang liat tetek kak kim hime please,1
836,bang like baaaaaaaaaang,1
837,bang like komentar aku napa,1
838,bangkamuberubah dong soal banyak anak kecil yg nonton,1
839,bangkamuganteng parah sbb kak ody maukamuowhh iya package cm horny cewe lagi aku udah subscribe kak ody ama erickolim,1
840,bangkamukg punya kursi gaming,1
841,bangkamuorang palembang,1
842,bangkamupenerus si joji,1
843,bang love bang,1
844,bangkamucoli hari berapa kali,1
845,bangkamugans bed,1
846,bangkamuganteng,1
847,bangkamuitu tampan banget joni ada yg sensor emang gausah dipikirin omong si botak buat seru coeg,1
848,bangkamukok toxic cuman yutup,1
849,bangkamulucu,1
850,bangkamungefans youtuber luar siapa bang fanskamujuga bakal jdi kyak lu,1
851,bangkamungikutin gaya filthyfrank,1
852,bangkamusiapa aku kenal anyingggg,1
853,bang maap ni tapi ada bagus abang ngasih yg ngk faedah terus gin indonesia kapan maju kalau terus terus gin bang abg bilang cakap kotor lah ngk bagus ank bawah umur nontonkamunanti ngikut bang bukan maksud ala saya cuma bilangin kalau terus san gin indonesia kapan maju yg nonton jangan ngikutin yg ngk faedah,-1
854,bang mabar ml ama kim hime,1
855,bang mabar yo pubg,1
856,bang main ff,1
857,bang main fortnite bang biar kaya ra your e,1
858,bang main getting over it dong,1
859,bang main pb bang,1
860,bang main point blank,1
861,bang main pubg mobile,1
862,bang maju terus yaa kadang contentkamuaga jiji bnr omongankamukalo tiap orang punya otak sama fikiran us,1
863,bang makan kondom dong,1
864,bang makin lama kamu makin gila,-1
865,bang mana intro,1
866,bang mana tembak awkarin janji k subscribe,1
867,bang mantan luh berapa,1
868,bang masak masak dong,1
869,bang masukin komenan you tube kamu wkwkwk,1
870,bang matiin ads cent kamu,1
871,bang mendingkamusispackin badan lebih tampan aku yakin deh,1
872,bang minta duit,1
873,bang minta psn id,1
874,bang mpl surabaya datang,1
875,bang muka eluuu hasil poto kopi uya kuya soal mirip hhh,1
876,bang muka kamu tampan ajak ketemu kicep benci jaman sekarang lemah,1
877,bang mukakamuganteng,1
878,bang mukalu biasa dari dulu pas liatkamumasih main pb sampe skrng gitu baee tamnah kaya kontol,1
879,bang mukbang bulu ketek dong bang wkwkwk,1
880,bang napa upload lgi we kangen,1
881,bang react meme dong kirim gemar,1
882,bang kentot ama,1
883,bang ngomong kontol jam,1
884,bang ngomong ngomong yt riwand kapan keluar,1
885,bang nikah sama kim himi,1
886,bang nonton kocak parah,1
887,bang ome tv lg bng yg tujuh like njing,1
888,bang omong jorok rangin,1
889,bang open meet and greet alun alun kota serang donk,1
890,bang otongmu panjang berapa cm,1
891,bang permisi,1
892,bang pernah pikir kalau tanya anak papa dulu papa makan jembut aku coba,-1
893,bang please bantu channel,1
894,bang plis jangan kau grepe si ody,1
895,bang ps aku bahas globalisasi,1
896,bang pubg kamu pro,1
897,bang qory masuk yt rewind,1
898,bang qorygore dewa non human,1
899,bang rando ikut yutub riwen bang,1
900,bang randokamuajak ytrewind,1
901,bang review videomli,1
902,bang rewind ada gazell,1
903,bang rick kamu teriak ngomong kotor kedengeran ama yg ruang belah,1
