stemmed,sentiment,labeling,filtered,cekTF-IDF
astafirloh halazim,1,tidak kasar,,tidak ada
astaga jebak channel autis,-1,kasar,autis,ada
astagfirullah,1,tidak kasar,,tidak ada
astaqfirullah tobat bro tobat manusia cipta bully orang luu sadar bro dunia sempurna please stop hina erickolim pliss,-1,kasar,hina,ada
asu first cok,1,tidak kasar,,tidak ada
asu haterskamumakin panas neh liat,1,tidak kasar,,tidak ada
asu i need pussy wkwkwk bang,1,tidak kasar,,tidak ada
asu iklan kondom,1,tidak kasar,,tidak ada
asu ngerusakin nama,1,tidak kasar,,tidak ada
asupan wkwkwk,1,tidak kasar,,tidak ada
asw iklan tik tod,1,tidak kasar,,tidak ada
asw kaget opening,1,tidak kasar,,tidak ada
asw tertawa ajg,1,tidak kasar,,tidak ada
asw,1,tidak kasar,,tidak ada
at konten love benci biar seru wkwk,1,tidak kasar,,tidak ada
at least ericko laurentius rand,1,tidak kasar,,tidak ada
yg ngebacotin rapstrounot,1,tidak kasar,,tidak ada
ateam subscribe yah,1,tidak kasar,,tidak ada
ati erick kaum yara ngumpul klokamununjukin pentilkamubalik maen pb lol ric,1,tidak kasar,,tidak ada
au ah tot,1,tidak kasar,,tidak ada
au utus teroris isis men takedown chanel agama family friendly dunia is this konspirasi iluminati,1,tidak kasar,,tidak ada
auto counter njing wkwkwk,1,tidak kasar,,tidak ada
auto dislike,1,tidak kasar,,tidak ada
auto kaya,1,tidak kasar,,tidak ada
auto kecilin volume,1,tidak kasar,,tidak ada
auto kecilin volume rick nonton videokamuya sih,-1,tidak kasar,,tidak ada
auto tertawa anjing channel didik h liat yutub,1,kasar,anjing,ada
auto tertawa g,1,tidak kasar,,tidak ada
auto tertawa hahah,1,tidak kasar,,tidak ada
auto toxic anjrr,1,tidak kasar,,tidak ada
auto unlike,1,tidak kasar,,tidak ada
sempet muak liat muka nongol rick nonton video dadak jd respect up channel agama terfamily friendly,1,tidak kasar,,tidak ada
subscribe unsub pusing real coba buka video lucu yt ketemu ama ni channel anjing nonton ketawa orang gila mayan ngilangin stress tingkah gila ni anjing thanks dah pokok auto subscribe n like,-1,kasar,anjing gila gila anjing,ada
awang kece artis bocin,1,tidak kasar,,tidak ada
awang kece b ngeliatnya,1,tidak kasar,,tidak ada
awas adegan,1,tidak kasar,,tidak ada
awas kime ku segan segan,1,tidak kasar,,tidak ada
awas nantikamumalah giveaway akun wkwk,1,tidak kasar,,tidak ada
awas musryik,1,tidak kasar,,tidak ada
awekwekwek sindir mampos ea,1,tidak kasar,,tidak ada
awkawkakwkawk,1,tidak kasar,,tidak ada
awkawkawkawkaw,1,tidak kasar,,tidak ada
awkwkwkw tertawa tampan bang sexy hahaha,1,tidak kasar,,tidak ada
awkwwkwkowkw,1,tidak kasar,,tidak ada
awoakwoakwoak nangid,1,tidak kasar,,tidak ada
awokawok,1,tidak kasar,,tidak ada
awokawokawok,1,tidak kasar,,tidak ada
awoke,1,tidak kasar,,tidak ada
awokokokokokoko wtf greged,1,tidak kasar,,tidak ada
awokwokwokwk gunawan sate,1,tidak kasar,,tidak ada
awto kena take down yt,1,tidak kasar,,tidak ada
ayam goreng sedap,1,tidak kasar,,tidak ada
ayo bang dukung challenge ter gila kontoru memekosik wik wik,-1,kasar,gila,ada
ayo gaes channel ericko limmm musnakan hatter benci peler konntoll laknant,1,tidak kasar,,tidak ada
ayo hateess komentar terosss,1,tidak kasar,,tidak ada
ayo benci drpd sibuk komentar cr duit beli bmw orng yg u hina cocok u ush liat yg erico cm hibur lucu an baperan,-1,kasar,hina,ada
ayo main coc,1,tidak kasar,,tidak ada
ayo mampir channel subscribe subsback comment video,1,tidak kasar,,tidak ada
ayo rame rame unsubcribe chanel,1,tidak kasar,,tidak ada
ayo rame report konten seksual,1,tidak kasar,,tidak ada
ayo semangat erik bantu erick,1,tidak kasar,,tidak ada
ayo unsuscribe,1,tidak kasar,,tidak ada
ayok gera ubsubs erikolim,1,tidak kasar,,tidak ada
azam kazama yg salah,1,tidak kasar,,tidak ada
azek intro,1,tidak kasar,,tidak ada
aziz zidhan,1,tidak kasar,,tidak ada
b a u m m k,1,tidak kasar,,tidak ada
b,1,tidak kasar,,tidak ada
baaaaaaaccccoooottttt,1,tidak kasar,,tidak ada
baca jeng,1,tidak kasar,,tidak ada
baca kontol,1,kasar,kontol,ada
baca komentar plz wkwj ngebacot,1,tidak kasar,,tidak ada
baca komentar dengar triak hantu edit awto lempar hp,1,tidak kasar,,tidak ada
baca komentar promotin ig maaqinthara muah,1,tidak kasar,,tidak ada
baca komentar benci pacar,1,tidak kasar,,tidak ada
baca komentar benci part kontol yg tujuh likean tiru,1,kasar,kontol,ada
baca komentar orang goblok nyata seru,-1,kasar,goblok,ada
baca komentar please,1,tidak kasar,,tidak ada
baca komentar w,1,tidak kasar,,tidak ada
baca koment,1,tidak kasar,,tidak ada
baca kontl nice content,1,tidak kasar,,tidak ada
baca tod kapankamutobat toxic,1,tidak kasar,,tidak ada
baca coli bangsat,1,kasar,bangsat,ada
baca,1,tidak kasar,,tidak ada
baca hate comment video no smile zone tod,1,tidak kasar,,tidak ada
baca komentar bang erick,1,tidak kasar,,tidak ada
back soundkamukegedean bang suara trlalu kedengeran suara lu,1,tidak kasar,,tidak ada
backsoundnya iklan hago enak ad yg tau lagu,1,tidak kasar,,tidak ada
bacot skip iklan,1,kasar,bacot,ada
bacot lho,1,kasar,bacot,ada
bacodddd luuu,1,tidak kasar,,tidak ada
bacooooooot ngentooooott,1,tidak kasar,,tidak ada
bacooot anjing,1,kasar,anjing,ada
bacooottttttt aaaaaannnnnnnjjjjjjiiiiiinnnngggg,1,tidak kasar,,tidak ada
bacoot kontoool,1,tidak kasar,,tidak ada
bacoottt wkwkwk,1,tidak kasar,,tidak ada
bacot anjing buang konten gaada iklan,-1,kasar,bacot anjing,ada
bacot kentot tumben baca komentar benci yg faedah kwkwkwk,-1,kasar,bacot tumben,ada
bacot ngentot,-1,kasar,bacot ngentot,ada
bacot kentot,-1,kasar,bacot,ada
bacota habis nonton buang,1,tidak kasar,,tidak ada
bacottt luh erick kontol asti bocah pke poto fake bnyk yg cyduk pas datengin eh bocah laknat,1,kasar,kontol,ada
bacottt tai nonton taik si simple,1,kasar,tai,ada
bacotttttttttttttt,1,tidak kasar,,tidak ada
abang tampan goblok,-1,kasar,goblok,ada
like dislike,1,tidak kasar,,tidak ada
bagas darmawan event youtuber dikit indo,1,tidak kasar,,tidak ada
bagas subscribe plis,1,tidak kasar,,tidak ada
akir video tujuh subscribe channel main franco saing skill hook wolf xotik,1,tidak kasar,,tidak ada
saudara iman trash talking toxicnya erick ikutin,1,tidak kasar,,tidak ada
bahahahahaha tertawa,1,tidak kasar,,tidak ada
bahasa kaya qorygore,1,tidak kasar,,tidak ada
bahaya anak umur nonton ericko lim auto toxic faedah berani yg nonton video erickontoru pake speaker ortu udah sita,1,tidak kasar,,tidak ada
youtuber yg bocah ikud komentar sok asik video jilat bilang sok yee iya,1,tidak kasar,,tidak ada
video bang hilangin ajar benci lihat elu d video sisip yg tdak layak d dengar orang,1,tidak kasar,,tidak ada
bait si laurentius randog,1,tidak kasar,,tidak ada
baju eric baju dwp njir,1,tidak kasar,,tidak ada
reply aama baca bro butuh duit instant gitu toxic,1,tidak kasar,,tidak ada
bakteri e coli,1,tidak kasar,,tidak ada
baku hantam,1,tidak kasar,,tidak ada
bales mas diem depok belah,1,tidak kasar,,tidak ada
balesannya pro ea,1,tidak kasar,,tidak ada
intro anjing,1,kasar,anjing,ada
intro kontol,1,kasar,kontol,ada
ban skin ciclop ban ama alucar viscont,1,tidak kasar,,tidak ada
bando anjay,1,tidak kasar,,tidak ada
bang,1,tidak kasar,,tidak ada
bang,1,tidak kasar,,tidak ada
bang adu panco kalah putusin cewenya,1,tidak kasar,,tidak ada
bang agama liat video lambang illuminati illuminati lambang sembah setan ka,-1,kasar,setan,ada
bang benci biar kaya gaa,1,tidak kasar,,tidak ada
bang haters kasi lope,1,tidak kasar,,tidak ada
bang neng konten hibur kekkamudri pda konten didik hibur,-1,tidak kasar,,tidak ada
bang saran youtube video kasar jijik anak th niruin laku youtube,1,tidak kasar,,tidak ada
bang temen banget asli kirim dah dm kwkwters ksih tau,1,tidak kasar,,tidak ada
bang saran bang isiin tulis pas opening,1,tidak kasar,,tidak ada
bang skip iklan bang yg habis kuota yg kaya yaa anjingng,1,tidak kasar,,tidak ada
bang support abang iklan nonton sampe selesai,1,tidak kasar,,tidak ada
bang tau bahasa sopan ngapa pake,1,tidak kasar,,tidak ada
bang atta palu nggasemua anjing ngcorygore,1,kasar,anjing,ada
bang ayooo konten main pb lg toxic lg pb,1,tidak kasar,,tidak ada
bang baca elu channel lucu kadang hibur kali garing slalu tonton bang iklan kagak skip sukses ngadain give away gitu yaw,1,tidak kasar,,tidak ada
bang baca komentar,1,tidak kasar,,tidak ada
bang ketemu reza arap youtube rewend,1,tidak kasar,,tidak ada
bang bahasa jqga,1,tidak kasar,,tidak ada
bang balikin filthy rickz,1,tidak kasar,,tidak ada
bang bang bang bang bang bang bang bang bang bang bang bang ned nod,1,tidak kasar,,tidak ada
bang bang cuekin udhkamumendingan soap king dahh,1,tidak kasar,,tidak ada
bang berani bilang putus pacar orang ntrokamulegendaris anjingng,1,tidak kasar,,tidak ada
bang challenge ng c k liat foto jesnolimit,1,tidak kasar,,tidak ada
bang draw my life,1,tidak kasar,,tidak ada
bang filthyrickz,1,tidak kasar,,tidak ada
bang frank seru dah,1,tidak kasar,,tidak ada
bang kompilasi ketawa jahat tertawa asli,1,tidak kasar,,tidak ada
bang konten game lg saran doang si,1,tidak kasar,,tidak ada
bang konten cepat sabar nonton laku toxic abang goodjob fideonya,1,tidak kasar,,tidak ada
bang konten ngewe ama pacar biar gregett,-1,kasar,ngewe,ada
bang konten point blank lgi donk,1,tidak kasar,,tidak ada
bang lagu,1,tidak kasar,,tidak ada
bang lagu,1,tidak kasar,,tidak ada
bang ome tv,1,tidak kasar,,tidak ada
bang prank teriak wikk wikk ah ah ah tmoat wkwk,1,tidak kasar,,tidak ada
bang prank bom,1,tidak kasar,,tidak ada
bang rap paket hat komentar tujuh like,1,tidak kasar,,tidak ada
bang review mobilkamudong bang,1,tidak kasar,,tidak ada
bang tutorial main lee sin,1,tidak kasar,,tidak ada
bang video challange toxic,1,tidak kasar,,tidak ada
bang video yg iklan,1,tidak kasar,,tidak ada
bang videotentang susahkamudong bang,1,tidak kasar,,tidak ada
bang vlog konyol,1,tidak kasar,,tidak ada
bang toxic,1,tidak kasar,,tidak ada
bang ubah sikapnyaa yah chanel kembang,1,tidak kasar,,tidak ada
bang bkin lagu komentar haters donk wkwk gpp wlaupun toxic smuaa,1,tidak kasar,,tidak ada
bang bkinin yg part ii bang,1,tidak kasar,,tidak ada
bang bli subscribe,1,tidak kasar,,tidak ada
bang botak payah,1,tidak kasar,,tidak ada
bang botak pless,1,tidak kasar,,tidak ada
bang draw my life,1,tidak kasar,,tidak ada
bang benci part y plisa,1,tidak kasar,,tidak ada
bang internet personality,1,tidak kasar,,tidak ada
bang lagu komentar benci bang biar adsens,1,tidak kasar,,tidak ada
bang lebel samping video r bo remaja bimbing orang tua biar anak anak nonton biar lucu hahahaha,1,tidak kasar,,tidak ada
bang pink guy ngakek nonton video pas pink guy,1,tidak kasar,,tidak ada
bang prank pliss tujuh like,1,tidak kasar,,tidak ada
bang video plisss,1,tidak kasar,,tidak ada
bang video main lol,1,tidak kasar,,tidak ada
bang video prank hey tayo,1,tidak kasar,,tidak ada
bang videomakan roti pakai sperma bang,1,tidak kasar,,tidak ada
bang buatin tutorial move on,1,tidak kasar,,tidak ada
bang bunuh arap wkwkwkwk tod,1,tidak kasar,,tidak ada
bang cahwiguna youtube,1,tidak kasar,,tidak ada
bang channelkamuyang maap bang channel anggap remeh selamat bang abang udah yutubers yutube rewind selamat bang dylan pros bang michaelsow bang kapten liong bang selamat abang,-1,tidak kasar,,tidak ada
bang coba kasih tantang cakap kotor toxic,1,tidak kasar,,tidak ada
bang coba chanell elo toxic,1,tidak kasar,,tidak ada
bang coba konten islam konten eksperimen dengar al quran,1,tidak kasar,,tidak ada
bang coba cicipin peju penasaran,1,tidak kasar,,tidak ada
bang coba coli,1,tidak kasar,,tidak ada
bang coba donk reaction kakek legend mesum hahah yg tuju like okk,1,tidak kasar,,tidak ada
bang coba flog masuk greja,1,tidak kasar,,tidak ada
bang coba potong rambut psti cool enak pandang gitu gmau nnton bang jing,-1,tidak kasar,,tidak ada
bang cobakamujangan sombong so tampan benci fans lo,1,tidak kasar,,tidak ada
bang coba main minecraft kocak plus tular toxic ny erick,1,tidak kasar,,tidak ada
bang colab ama nyokap lu,1,tidak kasar,,tidak ada
bang colab anak zeus,1,tidak kasar,,tidak ada
bang colab corygore subscribe channel main franco saing skill hook wolf xotik,1,tidak kasar,,tidak ada
bang colab qorygore,1,tidak kasar,,tidak ada
bang coli,1,tidak kasar,,tidak ada
bang collab ma bang leokoce,1,tidak kasar,,tidak ada
bang collab arap bang,1,tidak kasar,,tidak ada
bang collab kim hime la wkwkwkwkwk,1,tidak kasar,,tidak ada
bang collab rap bang ih,1,tidak kasar,,tidak ada
bang cover lagu thailand,1,tidak kasar,,tidak ada
bang cover lagu wik wik wik wik wik ah ah ah ah ah ay saaahh cewek bang tunggu video,1,kasar,tunggu,ada
bang dah hamilin cwe bang,1,tidak kasar,,tidak ada
bang dajjal mage tank,1,tidak kasar,,tidak ada
bang dateng pensi oktober tunggu krhadirannya,1,kasar,tunggu,ada
bang botak bn,1,tidak kasar,,tidak ada
bang dicariin lucifer,1,tidak kasar,,tidak ada
bang diw nonton goblok,-1,kasar,goblok,ada
bang eric konten pacar seru,1,tidak kasar,,tidak ada
bang eric toxic dapet juta subscribe fans yg tunda,1,tidak kasar,,tidak ada
bang eric so good viewers biarin bang duit lancar ten upnormal,1,tidak kasar,,tidak ada
bang eric w nitip wa yak,1,tidak kasar,,tidak ada
bang erick ngomong saru,1,tidak kasar,,tidak ada
bang erick vdio tutor col bangsat,1,kasar,bangsat,ada
bang erick collab ama bang qorry,1,tidak kasar,,tidak ada
bang erick iklan chanel aplikasi goblok,-1,kasar,goblok,ada
bang erick juta subscribe potong rambut botak awkwk yutub subscribe bang ketemu foto rumh,1,tidak kasar,,tidak ada
bang erick ngelakuin konyol malu gais beda yaudah nikmat mayan bahan colmek ceue ceue,1,tidak kasar,,tidak ada
bang ericko agama pa y aaa,1,tidak kasar,,tidak ada
bang ericko fans abang,1,tidak kasar,,tidak ada
bang ericko tau warnain rambut selesai duit mw warna abu gitu,1,tidak kasar,,tidak ada
bang ericko lim biar hatersmu rim berkah bang wkwkw mantab tertawa liat videoini semngat bang,1,tidak kasar,,tidak ada
bang ericko lim iphone,1,tidak kasar,,tidak ada
bang ericko tetep ngefans abang ndak ndengerin benci yg sadis tujuh abang mnghibur moga sukses,1,tidak kasar,,tidak ada
bang erickolim lg donk nonton lucu anjir bangsat suka ngapaon tonton kentot bang ericko tuju ngehibur tod ngapainkamusubscribe gasuka ama konten bangsat kena trigger dah,-1,kasar,anjir bangsat bangsat,ada
bang erickolim jalan setan aje bang peduli orang orang idiot,-1,kasar,setan idiot,ada
bang erico lim video,1,tidak kasar,,tidak ada
bang erico kocak,1,tidak kasar,,tidak ada
bang ericolim salah subscriber fans bang,1,tidak kasar,,tidak ada
bang ericontolim makan pejuh kim himme kwkwkw,1,tidak kasar,,tidak ada
bang erik ayo mabar pubg,1,tidak kasar,,tidak ada
bang erik asik gituuu goblok haters,-1,kasar,goblok,ada
bang erik iri ama melet lu,1,tidak kasar,,tidak ada
bang erik gantenng,1,tidak kasar,,tidak ada
bang erik benci mh diemin ae yg semangat bang youtube,1,tidak kasar,,tidak ada
bang erik main pb bang gemar kangen bang,1,tidak kasar,,tidak ada
bang erik main pb bang gemar kangen bang,1,tidak kasar,,tidak ada
bang erik gila youtubekamulu ngehate boi please butuh duit cuman elu doang ngntot kerja elu bacot tingkat slb,-1,kasar,gila bacot,ada
bang eriko ngomong toxic kangen toxic ankamubangin,1,tidak kasar,,tidak ada
bang g react tik tod lg,1,tidak kasar,,tidak ada
bang lagu diss benci,1,tidak kasar,,tidak ada
bang mikirin benci yg suportkamubang,1,tidak kasar,,tidak ada
bang gampang banget benci lu,1,tidak kasar,,tidak ada
bang ganti semir rambut elu donk msk x yg lh,1,tidak kasar,,tidak ada
bang gara gara teman toxic banyan toxic,1,tidak kasar,,tidak ada
bang gara sekolah w,1,tidak kasar,,tidak ada
bang gebetan pacar ama temen ni,1,tidak kasar,,tidak ada
bang bantukamubikin konten riding komentar heter,1,tidak kasar,,tidak ada
bang dukung lahir sampe surga,1,tidak kasar,,tidak ada
bang fans lo,1,tidak kasar,,tidak ada
bang haterslu,1,tidak kasar,,tidak ada
bang jilat sepatu makan daun bully,-1,tidak kasar,,tidak ada
bang dh subscibe tanda merah wahkamuboongkamubang,1,tidak kasar,,tidak ada
bang kangen main pb lgi,1,tidak kasar,,tidak ada
bang kemarin makan sumpit pake bubur,1,tidak kasar,,tidak ada
bang kilk subscribe x,1,tidak kasar,,tidak ada
bang klik subscribenya kali,1,tidak kasar,,tidak ada
bang indomaret nitip,1,tidak kasar,,tidak ada
bang haterskamutapi bingung,-1,tidak kasar,,tidak ada
bang jdi murid didikkamunjing,1,tidak kasar,,tidak ada
bang kasih rahasia,1,tidak kasar,,tidak ada
bang nanya samakamutolong kepo banget nikamusering ngomong anak kampang ciri khas orang lampung apakamuada turun orang lampung,-1,kasar,kampang,ada
bang mencet tombol subscribe pause vidionya,1,tidak kasar,,tidak ada
bang muslim jdi pake toxic bales jwabah tdi antem goblok,-1,kasar,goblok,ada
bang ngak skip iklan lu,1,tidak kasar,,tidak ada
bang nontonnya iklan mulu bngst wkwkw,1,tidak kasar,,tidak ada
bang nungguinkamubkin konten milf,1,tidak kasar,,tidak ada
bang saran ni chenel khusus biar anak ngeliat,1,tidak kasar,,tidak ada
bang selau dukung lu,1,tidak kasar,,tidak ada
bang suka ngejek erickontolim bang tetep suka ama bang,1,tidak kasar,,tidak ada
bang masuk benci elu pens samakamubang karya bang,-1,tidak kasar,,tidak ada
bang tetep gemar donk,1,tidak kasar,,tidak ada
bang udah detik gabisa subscribe tambahin menit gitu,1,tidak kasar,,tidak ada
bang udah unsubcribe,1,tidak kasar,,tidak ada
bang challenge,1,tidak kasar,,tidak ada
bang bocah ni bolah hate komentar gx biar yg buly subsciberkamuwkwkw,1,tidak kasar,,tidak ada
bang mao bilang tdi adsense skip nonton ampe habis,1,tidak kasar,,tidak ada
bang laper,1,tidak kasar,,tidak ada
bang suportkamucuma koreksi darikamucuma katakamuaja halus dikit,1,tidak kasar,,tidak ada
bang haterskamutapi ken bilang vagina,-1,tidak kasar,,tidak ada
bang cewe hode kotor,-1,tidak kasar,,tidak ada
bang dh subscribe channelkamutapi x pernahkamulike kasi emot comment u but its,-1,tidak kasar,,tidak ada
bang chanel youtube,1,tidak kasar,,tidak ada
bang nanya kokkamungebet banget juta subscribe emnk knp bang,1,tidak kasar,,tidak ada
bang nanyakamunge fans bang arap,1,tidak kasar,,tidak ada
bang nanyak,1,tidak kasar,,tidak ada
bang nonton mlm cerah,1,tidak kasar,,tidak ada
bang nonton videokamusambil boker alhasil tai lancar,-1,kasar,boker tai,ada
bang saraninkamuhapus channel aj wkwkwq nyindir yaa,1,tidak kasar,,tidak ada
bang nonton elu konten yg mabok macem bang konten yg gila goblk tolol gpp bang seru ketawa and semangat hidup wkkwkwk canda,-1,kasar,gila tolol,ada
bang gemar tulang,1,tidak kasar,,tidak ada
bang udah klik subscribe selesai klik,1,tidak kasar,,tidak ada
bang udah subkamutapikamusuruh subscribe,-1,tidak kasar,,tidak ada
bang hapus chanel bang,1,tidak kasar,,tidak ada
bang hapus tato plzzz,1,tidak kasar,,tidak ada
bang kasih lagu yg hipokrit bang l jir,1,tidak kasar,,tidak ada
bang hate comment,1,tidak kasar,,tidak ada
bang benci benci jd jahat,1,tidak kasar,,tidak ada
bang benci goblok yg byk duit byk benci hapus cenel tertawa,-1,kasar,goblok,ada
bang i love youu,1,tidak kasar,,tidak ada
bang iklan goha dtk skip,1,tidak kasar,,tidak ada
bang iklan yg skiip,1,tidak kasar,,tidak ada
bang inget arjun sanjaya,1,tidak kasar,,tidak ada
bang intro pake wik wik wiknitin gitun bayak views abang icko masuk trending,1,tidak kasar,,tidak ada
bang isis teroris salah paham,1,tidak kasar,,tidak ada
bang orang ngechat hate ngak modal video ngatain,1,tidak kasar,,tidak ada
bang haters kbanyakan nonton kgak pke mkir ujung konten jga nonton,1,tidak kasar,,tidak ada
bang islam,1,tidak kasar,,tidak ada
bang sasuke laah rambut udah tu,1,tidak kasar,,tidak ada
bang janagn laden benci karya,1,tidak kasar,,tidak ada
bang toxic kena azab sinetron mnctv,1,tidak kasar,,tidak ada
bang dengerin benci,1,tidak kasar,,tidak ada
bang upload youtube rewindnya,1,tidak kasar,,tidak ada
bang nang bang,1,tidak kasar,,tidak ada
bang ngomong jorok jijik,1,tidak kasar,,tidak ada
bang toxic bang anak nonton hatdehhh,1,tidak kasar,,tidak ada
bang toxic dh janji toxic,1,tidak kasar,,tidak ada
