,stemmed,sentiment,labeling
520,bacot skip iklan,1,kasar
521,bacot lho,1,kasar
522,bacodddd luuu,1,tidak kasar
523,bacooooooot ngentooooott,1,tidak kasar
524,bacooot anjing,1,kasar
525,bacooottttttt aaaaaannnnnnnjjjjjjiiiiiinnnngggg,1,tidak kasar
526,bacoot kontoool,1,tidak kasar
527,bacoottt wkwkwk,1,tidak kasar
528,bacot anjing buang konten gaada iklan,-1,kasar
529,bacot kentot tumben baca komentar benci yg faedah kwkwkwk,-1,kasar
530,bacot ngentot,-1,kasar
531,bacot kentot,-1,kasar
532,bacota habis nonton buang,1,tidak kasar
533,bacottt luh erick kontol asti bocah pke poto fake bnyk yg cyduk pas datengin eh bocah laknat,1,kasar
534,bacottt tai nonton taik si simple,1,kasar
535,bacotttttttttttttt,1,tidak kasar
536,abang tampan goblok,-1,kasar
537,like dislike,1,tidak kasar
538,bagas darmawan event youtuber dikit indo,1,tidak kasar
539,bagas subscribe plis,1,tidak kasar
540,akir video tujuh subscribe channel main franco saing skill hook wolf xotik,1,tidak kasar
541,saudara iman trash talking toxicnya erick ikutin,1,tidak kasar
542,bahahahahaha tertawa,1,tidak kasar
543,bahasa kaya qorygore,1,tidak kasar
544,bahaya anak umur nonton ericko lim auto toxic faedah berani yg nonton video erickontoru pake speaker ortu udah sita,1,tidak kasar
545,youtuber yg bocah ikud komentar sok asik video jilat bilang sok yee iya,1,tidak kasar
546,video bang hilangin ajar benci lihat elu d video sisip yg tdak layak d dengar orang,1,tidak kasar
547,bait si laurentius randog,1,tidak kasar
548,baju eric baju dwp njir,1,tidak kasar
549,reply aama baca bro butuh duit instant gitu toxic,1,tidak kasar
550,bakteri e coli,1,tidak kasar
551,baku hantam,1,tidak kasar
552,bales mas diem depok belah,1,tidak kasar
553,balesannya pro ea,1,tidak kasar
554,intro anjing,1,kasar
555,intro kontol,1,kasar
556,ban skin ciclop ban ama alucar viscont,1,tidak kasar
557,bando anjay,1,tidak kasar
558,bang,1,tidak kasar
559,bang,1,tidak kasar
560,bang adu panco kalah putusin cewenya,1,tidak kasar
561,bang agama liat video lambang illuminati illuminati lambang sembah setan ka,-1,kasar
562,bang benci biar kaya gaa,1,tidak kasar
563,bang haters kasi lope,1,tidak kasar
564,bang neng konten hibur kekkamudri pda konten didik hibur,-1,tidak kasar
565,bang saran youtube video kasar jijik anak th niruin laku youtube,1,tidak kasar
566,bang temen banget asli kirim dah dm kwkwters ksih tau,1,tidak kasar
567,bang saran bang isiin tulis pas opening,1,tidak kasar
568,bang skip iklan bang yg habis kuota yg kaya yaa anjingng,1,tidak kasar
569,bang support abang iklan nonton sampe selesai,1,tidak kasar
570,bang tau bahasa sopan ngapa pake,1,tidak kasar
571,bang atta palu nggasemua anjing ngcorygore,1,kasar
572,bang ayooo konten main pb lg toxic lg pb,1,tidak kasar
573,bang baca elu channel lucu kadang hibur kali garing slalu tonton bang iklan kagak skip sukses ngadain give away gitu yaw,1,tidak kasar
574,bang baca komentar,1,tidak kasar
575,bang ketemu reza arap youtube rewend,1,tidak kasar
576,bang bahasa jqga,1,tidak kasar
577,bang balikin filthy rickz,1,tidak kasar
578,bang bang bang bang bang bang bang bang bang bang bang bang ned nod,1,tidak kasar
579,bang bang cuekin udhkamumendingan soap king dahh,1,tidak kasar
580,bang berani bilang putus pacar orang ntrokamulegendaris anjingng,1,tidak kasar
581,bang challenge ng c k liat foto jesnolimit,1,tidak kasar
582,bang draw my life,1,tidak kasar
583,bang filthyrickz,1,tidak kasar
584,bang frank seru dah,1,tidak kasar
585,bang kompilasi ketawa jahat tertawa asli,1,tidak kasar
586,bang konten game lg saran doang si,1,tidak kasar
587,bang konten cepat sabar nonton laku toxic abang goodjob fideonya,1,tidak kasar
588,bang konten ngewe ama pacar biar gregett,-1,kasar
589,bang konten point blank lgi donk,1,tidak kasar
590,bang lagu,1,tidak kasar
591,bang lagu,1,tidak kasar
592,bang ome tv,1,tidak kasar
593,bang prank teriak wikk wikk ah ah ah tmoat wkwk,1,tidak kasar
594,bang prank bom,1,tidak kasar
595,bang rap paket hat komentar tujuh like,1,tidak kasar
596,bang review mobilkamudong bang,1,tidak kasar
597,bang tutorial main lee sin,1,tidak kasar
598,bang video challange toxic,1,tidak kasar
599,bang video yg iklan,1,tidak kasar
600,bang videotentang susahkamudong bang,1,tidak kasar
601,bang vlog konyol,1,tidak kasar
602,bang toxic,1,tidak kasar
603,bang ubah sikapnyaa yah chanel kembang,1,tidak kasar
604,bang bkin lagu komentar haters donk wkwk gpp wlaupun toxic smuaa,1,tidak kasar
605,bang bkinin yg part ii bang,1,tidak kasar
606,bang bli subscribe,1,tidak kasar
607,bang botak payah,1,tidak kasar
608,bang botak pless,1,tidak kasar
609,bang draw my life,1,tidak kasar
610,bang benci part y plisa,1,tidak kasar
611,bang internet personality,1,tidak kasar
612,bang lagu komentar benci bang biar adsens,1,tidak kasar
613,bang lebel samping video r bo remaja bimbing orang tua biar anak anak nonton biar lucu hahahaha,1,tidak kasar
614,bang pink guy ngakek nonton video pas pink guy,1,tidak kasar
615,bang prank pliss tujuh like,1,tidak kasar
616,bang video plisss,1,tidak kasar
617,bang video main lol,1,tidak kasar
618,bang video prank hey tayo,1,tidak kasar
619,bang videomakan roti pakai sperma bang,1,tidak kasar
620,bang buatin tutorial move on,1,tidak kasar
621,bang bunuh arap wkwkwkwk tod,1,tidak kasar
622,bang cahwiguna youtube,1,tidak kasar
623,bang channelkamuyang maap bang channel anggap remeh selamat bang abang udah yutubers yutube rewind selamat bang dylan pros bang michaelsow bang kapten liong bang selamat abang,-1,tidak kasar
624,bang coba kasih tantang cakap kotor toxic,1,tidak kasar
625,bang coba chanell elo toxic,1,tidak kasar
626,bang coba konten islam konten eksperimen dengar al quran,1,tidak kasar
627,bang coba cicipin peju penasaran,1,tidak kasar
628,bang coba coli,1,tidak kasar
629,bang coba donk reaction kakek legend mesum hahah yg tuju like okk,1,tidak kasar
630,bang coba flog masuk greja,1,tidak kasar
631,bang coba potong rambut psti cool enak pandang gitu gmau nnton bang jing,-1,tidak kasar
632,bang cobakamujangan sombong so tampan benci fans lo,1,tidak kasar
633,bang coba main minecraft kocak plus tular toxic ny erick,1,tidak kasar
634,bang colab ama nyokap lu,1,tidak kasar
635,bang colab anak zeus,1,tidak kasar
636,bang colab corygore subscribe channel main franco saing skill hook wolf xotik,1,tidak kasar
637,bang colab qorygore,1,tidak kasar
638,bang coli,1,tidak kasar
639,bang collab ma bang leokoce,1,tidak kasar
640,bang collab arap bang,1,tidak kasar
641,bang collab kim hime la wkwkwkwkwk,1,tidak kasar
642,bang collab rap bang ih,1,tidak kasar
643,bang cover lagu thailand,1,tidak kasar
644,bang cover lagu wik wik wik wik wik ah ah ah ah ah ay saaahh cewek bang tunggu video,1,kasar
645,bang dah hamilin cwe bang,1,tidak kasar
646,bang dajjal mage tank,1,tidak kasar
647,bang dateng pensi oktober tunggu krhadirannya,1,kasar
648,bang botak bn,1,tidak kasar
649,bang dicariin lucifer,1,tidak kasar
650,bang diw nonton goblok,-1,kasar
651,bang eric konten pacar seru,1,tidak kasar
652,bang eric toxic dapet juta subscribe fans yg tunda,1,tidak kasar
653,bang eric so good viewers biarin bang duit lancar ten upnormal,1,tidak kasar
654,bang eric w nitip wa yak,1,tidak kasar
655,bang erick ngomong saru,1,tidak kasar
656,bang erick vdio tutor col bangsat,1,kasar
657,bang erick collab ama bang qorry,1,tidak kasar
658,bang erick iklan chanel aplikasi goblok,-1,kasar
659,bang erick juta subscribe potong rambut botak awkwk yutub subscribe bang ketemu foto rumh,1,tidak kasar
660,bang erick ngelakuin konyol malu gais beda yaudah nikmat mayan bahan colmek ceue ceue,1,tidak kasar
661,bang ericko agama pa y aaa,1,tidak kasar
662,bang ericko fans abang,1,tidak kasar
663,bang ericko tau warnain rambut selesai duit mw warna abu gitu,1,tidak kasar
664,bang ericko lim biar hatersmu rim berkah bang wkwkw mantab tertawa liat videoini semngat bang,1,tidak kasar
665,bang ericko lim iphone,1,tidak kasar
666,bang ericko tetep ngefans abang ndak ndengerin benci yg sadis tujuh abang mnghibur moga sukses,1,tidak kasar
667,bang erickolim lg donk nonton lucu anjir bangsat suka ngapaon tonton kentot bang ericko tuju ngehibur tod ngapainkamusubscribe gasuka ama konten bangsat kena trigger dah,-1,kasar
668,bang erickolim jalan setan aje bang peduli orang orang idiot,-1,kasar
669,bang erico lim video,1,tidak kasar
670,bang erico kocak,1,tidak kasar
671,bang ericolim salah subscriber fans bang,1,tidak kasar
672,bang ericontolim makan pejuh kim himme kwkwkw,1,tidak kasar
673,bang erik ayo mabar pubg,1,tidak kasar
674,bang erik asik gituuu goblok haters,-1,kasar
675,bang erik iri ama melet lu,1,tidak kasar
676,bang erik gantenng,1,tidak kasar
677,bang erik benci mh diemin ae yg semangat bang youtube,1,tidak kasar
678,bang erik main pb bang gemar kangen bang,1,tidak kasar
679,bang erik main pb bang gemar kangen bang,1,tidak kasar
680,bang erik gila youtubekamulu ngehate boi please butuh duit cuman elu doang ngntot kerja elu bacot tingkat slb,-1,kasar
681,bang eriko ngomong toxic kangen toxic ankamubangin,1,tidak kasar
682,bang g react tik tod lg,1,tidak kasar
683,bang lagu diss benci,1,tidak kasar
684,bang mikirin benci yg suportkamubang,1,tidak kasar
685,bang gampang banget benci lu,1,tidak kasar
686,bang ganti semir rambut elu donk msk x yg lh,1,tidak kasar
687,bang gara gara teman toxic banyan toxic,1,tidak kasar
688,bang gara sekolah w,1,tidak kasar
689,bang gebetan pacar ama temen ni,1,tidak kasar
690,bang bantukamubikin konten riding komentar heter,1,tidak kasar
691,bang dukung lahir sampe surga,1,tidak kasar
692,bang fans lo,1,tidak kasar
693,bang haterslu,1,tidak kasar
694,bang jilat sepatu makan daun bully,-1,tidak kasar
695,bang dh subscibe tanda merah wahkamuboongkamubang,1,tidak kasar
696,bang kangen main pb lgi,1,tidak kasar
697,bang kemarin makan sumpit pake bubur,1,tidak kasar
698,bang kilk subscribe x,1,tidak kasar
699,bang klik subscribenya kali,1,tidak kasar
700,bang indomaret nitip,1,tidak kasar
701,bang haterskamutapi bingung,-1,tidak kasar
702,bang jdi murid didikkamunjing,1,tidak kasar
703,bang kasih rahasia,1,tidak kasar
704,bang nanya samakamutolong kepo banget nikamusering ngomong anak kampang ciri khas orang lampung apakamuada turun orang lampung,-1,kasar
705,bang mencet tombol subscribe pause vidionya,1,tidak kasar
706,bang muslim jdi pake toxic bales jwabah tdi antem goblok,-1,kasar
707,bang ngak skip iklan lu,1,tidak kasar
708,bang nontonnya iklan mulu bngst wkwkw,1,tidak kasar
709,bang nungguinkamubkin konten milf,1,tidak kasar
710,bang saran ni chenel khusus biar anak ngeliat,1,tidak kasar
711,bang selau dukung lu,1,tidak kasar
712,bang suka ngejek erickontolim bang tetep suka ama bang,1,tidak kasar
713,bang masuk benci elu pens samakamubang karya bang,-1,tidak kasar
714,bang tetep gemar donk,1,tidak kasar
715,bang udah detik gabisa subscribe tambahin menit gitu,1,tidak kasar
716,bang udah unsubcribe,1,tidak kasar
717,bang challenge,1,tidak kasar
718,bang bocah ni bolah hate komentar gx biar yg buly subsciberkamuwkwkw,1,tidak kasar
719,bang mao bilang tdi adsense skip nonton ampe habis,1,tidak kasar
720,bang laper,1,tidak kasar
721,bang suportkamucuma koreksi darikamucuma katakamuaja halus dikit,1,tidak kasar
722,bang haterskamutapi ken bilang vagina,-1,tidak kasar
723,bang cewe hode kotor,-1,tidak kasar
724,bang dh subscribe channelkamutapi x pernahkamulike kasi emot comment u but its,-1,tidak kasar
725,bang chanel youtube,1,tidak kasar
726,bang nanya kokkamungebet banget juta subscribe emnk knp bang,1,tidak kasar
727,bang nanyakamunge fans bang arap,1,tidak kasar
728,bang nanyak,1,tidak kasar
729,bang nonton mlm cerah,1,tidak kasar
730,bang nonton videokamusambil boker alhasil tai lancar,-1,kasar
731,bang saraninkamuhapus channel aj wkwkwq nyindir yaa,1,tidak kasar
732,bang nonton elu konten yg mabok macem bang konten yg gila goblk tolol gpp bang seru ketawa and semangat hidup wkkwkwk canda,-1,kasar
733,bang gemar tulang,1,tidak kasar
734,bang udah klik subscribe selesai klik,1,tidak kasar
735,bang udah subkamutapikamusuruh subscribe,-1,tidak kasar
736,bang hapus chanel bang,1,tidak kasar
737,bang hapus tato plzzz,1,tidak kasar
738,bang kasih lagu yg hipokrit bang l jir,1,tidak kasar
739,bang hate comment,1,tidak kasar
740,bang benci benci jd jahat,1,tidak kasar
741,bang benci goblok yg byk duit byk benci hapus cenel tertawa,-1,kasar
742,bang i love youu,1,tidak kasar
743,bang iklan goha dtk skip,1,tidak kasar
744,bang iklan yg skiip,1,tidak kasar
745,bang inget arjun sanjaya,1,tidak kasar
746,bang intro pake wik wik wiknitin gitun bayak views abang icko masuk trending,1,tidak kasar
747,bang isis teroris salah paham,1,tidak kasar
748,bang orang ngechat hate ngak modal video ngatain,1,tidak kasar
749,bang haters kbanyakan nonton kgak pke mkir ujung konten jga nonton,1,tidak kasar
750,bang islam,1,tidak kasar
751,bang sasuke laah rambut udah tu,1,tidak kasar
752,bang janagn laden benci karya,1,tidak kasar
753,bang toxic kena azab sinetron mnctv,1,tidak kasar
754,bang dengerin benci,1,tidak kasar
755,bang upload youtube rewindnya,1,tidak kasar
756,bang nang bang,1,tidak kasar
757,bang ngomong jorok jijik,1,tidak kasar
758,bang toxic bang anak nonton hatdehhh,1,tidak kasar
759,bang toxic dh janji toxic,1,tidak kasar
760,bang juta live coli wkkw,1,tidak kasar
761,bang juta subkamuco pake balsem geliga,1,tidak kasar
762,bang juta subscriber grebek rumah johnny sins biar rame gitu sensasi,1,tidak kasar
763,bang juta subscriber minum p ju,1,tidak kasar
764,bang juta subcriber give way lonte hehe,-1,kasar
765,bang kak audy knpa jarang videobang,1,tidak kasar
766,bang kakak kelas,1,tidak kasar
767,bang dah juta donasiin,1,tidak kasar
768,bang benci balas gin bngsd tampol,1,tidak kasar
769,bang makan kadal hidup subscribe,1,tidak kasar
770,bang nnton video skip iklan subscribe masuk fans benci,1,tidak kasar
771,bang saran tulis video,1,tidak kasar
772,bang video yg nyangkut benci bang wkwk,1,tidak kasar
773,bang tau cita citakamuitu yak,1,tidak kasar
774,bang juta challenge orang jess no limit botak,1,tidak kasar
775,bang collab kim hime viewrs,1,tidak kasar
776,bang vlog gaming free fire biar pesona gitu wkwkaters,1,tidak kasar
777,bang coli pake tangan kiri,1,tidak kasar
778,bang dekil ane klik subscribe x semangat ngegasnya,1,tidak kasar
779,bang diss pliss kasih balas orang gila link,-1,kasar
780,bang motivasi,1,tidak kasar
781,bang edit gila rando bang wkwkwk,-1,kasar
782,bang goblok,1,kasar
783,bang iklan,1,tidak kasar
784,bang toxic cuman yutup,1,tidak kasar
785,bang papa tamper pas gbk,1,tidak kasar
786,bang pinter asli,1,tidak kasar
787,bang video yg faedah bang biar subscriber dannnn jomblo,1,tidak kasar
788,bang subsback w,1,tidak kasar
789,bang si joji,1,tidak kasar
790,bang pacar kim hime haha,1,tidak kasar
791,bang suruh un subscribe subscribe abang abang makan teman abang makan yg bilang pikir kali bos,1,tidak kasar
792,bang kangen opening dora bang,1,tidak kasar
793,bang botak,1,tidak kasar
794,bang challenge makan jemb t,1,tidak kasar
795,bang vlog mars,1,tidak kasar
796,bang bandung,1,tidak kasar
797,bang kentot kimmy him him,1,tidak kasar
798,bang kolab ama nyokap,1,tidak kasar
799,bang maen pb lg bang,1,tidak kasar
800,bang main pb bang,1,tidak kasar
801,bang botak nyaaa,1,tidak kasar
802,bang live streaming udah pingin liat live,1,tidak kasar
803,bang nikah,1,tidak kasar
804,bang verified,1,tidak kasar
805,bang kasih tau bocor youtube rewind bang,1,tidak kasar
806,bang botak juta subscribe,1,tidak kasar
807,bang renti toxic ngomong kotor,1,tidak kasar
808,bang nya subskamuheters,1,tidak kasar
809,bang jimat,1,tidak kasar
810,bang keep it up orang ngeliat sisi buruk doang sebner tau,1,tidak kasar
811,bang kembang cenel bang,1,tidak kasar
812,bang upload,1,tidak kasar
813,bang haterskamudaftar duit,1,tidak kasar
814,bang knp youtuber ngomong lupa subribe lupa napa,1,tidak kasar
815,bang kokamuganteng,1,tidak kasar
816,bang mukakamukae kntlonk erikontoruu,1,tidak kasar
817,bang chandra liow nggk ad youtube rewind,1,tidak kasar
818,bang youtube rewind skinny,1,tidak kasar
819,bang cewek asik,1,tidak kasar
820,bang ad ody asikk hard pray hard lim,1,tidak kasar
821,bang iklan bang,1,tidak kasar
822,bang hati kuat dikatain putus hati,1,tidak kasar
823,bang iklan kondom,1,tidak kasar
824,bang lidah,1,tidak kasar
825,bang kokkamukerad yak,1,tidak kasar
826,bang subcriberkamugoblok,-1,tidak kasar
827,bang youtube rewind ajak qorygore bang,1,tidak kasar
828,bang kolab bang pacarkamumaen teken,1,tidak kasar
829,bang ktanya juta subscribe,1,tidak kasar
830,bang rangin toxic subscribe,1,tidak kasar
831,bang kali konten bayank bacot,-1,kasar
832,bang laurentius rando youtube rewind,1,tidak kasar
833,bang milih jess no limit dleyn pross jago mohon,1,tidak kasar
834,bang lianteey,1,tidak kasar
835,bang liat tetek kak kim hime please,1,tidak kasar
836,bang like baaaaaaaaaang,1,tidak kasar
837,bang like komentar napa,1,tidak kasar
838,bangkamuberubah anak yg nonton,1,tidak kasar
839,bangkamuganteng parah sbb kak ody maukamuowhh iya package cm horny cewe udah subscribe kak ody ama erickolim,1,tidak kasar
840,bangkamukg kursi gaming,1,tidak kasar
841,bangkamuorang palembang,1,tidak kasar
842,bangkamupenerus si joji,1,tidak kasar
843,bang love bang,1,tidak kasar
844,bangkamucoli kali,1,tidak kasar
845,bangkamugans bed,1,tidak kasar
846,bangkamuganteng,1,tidak kasar
847,bangkamuitu tampan banget joni yg sensor emang gausah dipikirin omong si botak seru coeg,1,tidak kasar
848,bangkamukok toxic cuman yutup,1,tidak kasar
849,bangkamulucu,1,tidak kasar
850,bangkamungefans youtuber bang fanskamujuga jdi kyak lu,1,tidak kasar
851,bangkamungikutin gaya filthyfrank,1,tidak kasar
852,bangkamusiapa kenal anyingggg,1,tidak kasar
853,bang maap ni bagus abang ngasih yg ngk faedah gin indonesia maju gin bang abg bilang cakap kotor ngk bagus ank umur nontonkamunanti ngikut bang maksud ala bilangin san gin indonesia maju yg nonton ngikutin yg ngk faedah,-1,tidak kasar
854,bang mabar ml ama kim hime,1,tidak kasar
855,bang mabar yo pubg,1,tidak kasar
856,bang main ff,1,tidak kasar
857,bang main fortnite bang biar kaya ra your e,1,tidak kasar
858,bang main getting over it,1,tidak kasar
859,bang main pb bang,1,tidak kasar
860,bang main point blank,1,tidak kasar
861,bang main pubg mobile,1,tidak kasar
862,bang maju yaa kadang contentkamuaga jiji bnr omongankamukalo orang otak fikiran us,1,tidak kasar
863,bang makan kondom,1,tidak kasar
864,bang gila,-1,kasar
865,bang intro,1,tidak kasar
866,bang tembak awkarin janji k subscribe,1,tidak kasar
867,bang mantan luh,1,tidak kasar
868,bang masak masak,1,tidak kasar
869,bang masukin komenan you tube wkwkwk,1,tidak kasar
870,bang matiin ads cent,1,tidak kasar
871,bang mendingkamusispackin badan tampan deh,1,tidak kasar
