,text,sentiment
453,ambil hikmah aja goblok,netral
454,ambil hikmah stiap orang punya tuju isi vidionya orang trtentu yg ngerti,netral
455,ambil lucunya aja,netral
456,ambil yang baik buang yang buruk yah walau pun gak ada yang baik juga sih manusia punya akal pikiran kalo yang buruk yang dicontoh ya yang bego orangnya bukan content creatornya bangsaaat kasian bapak emak lu ngentot tengah malem keringetan sampe lecet kalo keluarnya orang kaga punya otak yang gak bisa bedain bener sma salah ,netral
457,ambil yg baik buang yg buruk ok kontol,negatif
458,ambil yg baik nya abai yg buruk nya cuk yg penting hepyyy kwkekw,netral
459,amin,netral
460,ammin,netral
461,an dika btw itu poto gw tahun lalu,netral
462,anak anjg ah kntl malas gw ahhh crot ah gay hjomo ghiasdogojofhen e subsvribede a and assunsubscribe ahhahahahhahahasdjasixqw asshoel fkasking you be tch semoga lo sadar gak sih cuma buat mememks ngilu ah asdijqwixqwozqoa ogw jadi gaje ashjhfxkwqiuxisaiwis help me pslaesae me gay omgomgomgomoasda,negatif
463,anak anjing,negatif
464,anak haram,netral
465,anak haram kontol memek kontol,negatif
466,anak haram orang,netral
467,anak hasil ngelonte orang,netral
468,anak jahannam,netral
469,anak kecil aku doang ni,netral
470,anak kecil nonton salah orang tua ngasih gadget anak ny kontol,negatif
471,anak kentot ah,netral
472,anak kontol,negatif
473,anak kontol boleh juga kalo ngomong,negatif
474,anak kontol kuda ngemis like,negatif
475,anak kontol tu wujud ky apa haha,negatif
476,anak muda bisa nerima erik yang bisa nerima arti pernah muda,netral
477,anak pinter aja yg uda tau isinya konten ngga berfaedah tapi masih ttep di tonton dan ngomen kaga jelas berasa paling bener aja,netral
478,anak sule kamu,netral
479,anak yg dibwh th jangan kasih hp lah ajg baru umur segitu sekolah dlu yg bener,netral
480,anan masyarakat sangat menghiburrr wkwkkw,netral
481,anang burhan erick kuat ya bawa qorygore,netral
482,anda ingin pemes buruan coment hina ericko lim ,negatif
483,anda mau memek klo mau buka aja google bgsd klo gk bisa pake vpn bgsd sorry gw ngegas karna gw erickolim account kedua bgsd hiya hiya hiya,netral
484,anda orang jawa mari belajar dan melestarikan budaya jawa,netral
485,andai gua punya abang lagi satu kayak erick serasa di surga hidup gua,positif
486,andi fajar kata lo cari subciriber murah nyuru nyuruh orang hapus chanel,netral
487,ane bukannya gx suka sama bg eriko tapi ane suka sama karakteristik dari bg eriko lim hanya itu saja tetap semangat bg eriko lim semoga video nya banyak bikin ane ketawa dan lucu kwkwkwk,positif
488,ane dukung kamu ric,netral
489,ane lapar bang,netral
490,ane netral tidak,netral
491,ane suka gaya kamu bang,positif
492,aneuk harem kah haaa buy aneuk okma bangsat anjing kaaah haaa aseeeeee makkkah fuck,negatif
493,anggap ajah haters itu jemboeut yang muncul,netral
494,anggep aja bencong toket,netral
495,anggita rumah mu di mana ketemuan a cok,netral
496,anime campur bagi lu bagi orang lain hah,netral
497,anime campur makanya kalok ngomong dipikir mas jangan langsung nyerobot kayak jalan raya aja wkwkwkwkwk otak teri otak teti,netral
498,anime campur sekarang gw tanyak kenapa orang kalok ketemu ericko lim selalu minta fotbar berati udah terkenal kan udah sampai penjuru udah banyak yang kenal berati istilah yang pasti udah terkenal dan bisa disebut jg artis orang kebanyakan coli ya gini nih,netral
499,anj kok ada my lord qorygore,netral
500,anj nk kamu buncit ganteng mana nenen kamu aja gede sama kim hidung pesek jepit toket,netral
501,anjaay kok kayak gmna gitu kont,netral
502,anjai auto ngakak ru l,netral
503,anjay,netral
504,anjay  toxic di toxiu itu jelek dekil toxic parah idup lagi tp kita ttp support lu kok,negatif
505,anjay ericko lim no limit pros kurang keren apa coba erick,positif
506,anjay gua nonton ini baru k selsai udah k hebat lo rick,positif
507,anjay intro baru ericko lim tobat intro yg lama wkkwkw tw dosa rupaya el,netral
508,anjay intro legend,netral
509,anjay intro nya,netral
510,anjay lu lim ,netral
511,anjay mantap no sensor walau unfaedah hibur bgsad mntap,negatif
512,anjay v,netral
513,anjay wkwk ingat hatters yang bikin rekening gendut jadi cintai hatters ya wkwk semangat brow e sndiri kontol pke ikut an si gledek dtk dtk dtk anjing lu,negatif
514,anjayy kses terus bang salam shoapers bal fans eriko like sini,netral
515,anjayy lagi kontol v,negatif
516,anjayyy hhhh auto ngakak drpd fans arap alay bang arap bang arap bang arap kontollll,negatif
517,anjayyy komen kaya jadi haters ahhh,netral
518,anjayyy seksi banget pentil anjayyyyyyyy,netral
519,anjeng berbau gore haha,netral
520,anjeng chanel paling w suka gatau knp w suka aja nontonnya wkwkw,negatif
521,anjeng gw rindu intro jess ini wkwk makasih rik mengisi masamuda ku dengan tingkah kontolmu wkwk,negatif
522,anjeng iklan nya ada ditengah pula kontol untung gak w lewati,negatif
523,anjeng ngaka gw rick liatkoment haters lu wkwkwk,netral
524,anjeng tiap nonton kamu rik jari gua slalu siap buat teken volume takut jumscare ape cuma gua yg gin wkwk punya channel mau ngapain emang situ gedein chanellnya liat proses bro jangan hasil fuck the haters,netral
525,anjengg kau kontol,negatif
526,anjenk bang erick wkwkwk,netral
527,anjenk muke lu udh kaya uya kuya bgst,netral
528,anjerr iklan gue kok gak bisa di skip sih xd,netral
529,anjerrr gua nonton iklan mulu bgst wkwk gua ngesubs kamu bukan arti kamu gblk bukan banhg orang orang jelas ngehate kamu kamu pikir bikin video pake otak terus ngeditnya blom apa banyak lah gua ngedukung kamu bang moga aja kamu jaya terus fokus to karir kamu aja,netral
530,anjg aku g berani ngebesarin volume bcs pake headset takut tuli,netral
531,anjg lah gua like video lu terus lu ga pernah like comment gua like coment gua skali aja btw qorygore g ikut ytb rewind,netral
532,anjiiing gua kangen pas elu main pb,netral
533,anjiiirrrr aku ngakakk lanjut toll,netral
534,anjiingg aku fans berat ama kamu bg eric moga lancar terus y ganbatte,netral
535,anjing,negatif
536,anjing,negatif
537,anjing ada qorygaaaahhhhh bro bro wkwkwkwk mantap rick,netral
538,anjing adsense semua goblog ahahaha,negatif
539,anjing aku minum jadi pindah hidung air bangsaattt wkwkwk,netral
540,anjing aku paling benci kalau nonton kamu gaada iklan,negatif
541,anjing aku subscribe kamu kamu k subscribe jaman kamu kerja garena,negatif
542,anjing asu bangsatt lu taek,negatif
543,anjing babi entot wkwkwkw,negatif
544,anjing babi hewan,negatif
545,anjing bangsat tai biji kontol bangsat,negatif
546,anjing bangsat tolol ngentot gua haters lu just kidding bikin konten yang lebih menghibur aja rick proud of u,negatif
547,anjing bapak kau kontol,negatif
548,anjing bau analog anjingggg,negatif
549,anjing chanel bikin ngakak kontol loe riku kaya jadi gw mau komen hate,negatif
550,anjing das erico lim tai mulut mu bau memek bangsat kontol rambut kamu jembut,negatif
551,anjing daylen warpath cocok gitu dicombine wkwk,negatif
552,anjing daylend ama walpet wkwkekekek,negatif
553,anjing ecic ada,negatif
554,anjing erickontol lo gokil banget ,negatif
555,anjing erickontolim ada satu iklan yg aku skip kampang maju kaum soapers yg paling friendly dunia bangsat,negatif
556,anjing erikontol,negatif
557,anjing ga ada iklan bgst,negatif
558,anjing gua motivasi kata elu bang auto langsung subscribe semangat bang,negatif
559,anjing gua udah ikutin lo tarik napas dan ngomong bau memek qkqkkqqk ngakak asli,negatif
560,anjing gwe kok gak pernah jadi penonton pertama yaol,negatif
561,anjing haters nya pada goblok ga ada otak anjing ngakak auto pasang bom di rumah nya masing masing tuh heters ngakak anjing otak mana otak pake kek anjing goblok  trus salam dari anti skip siantar g buat menghibur kalian jika kalian gak suka ya gak usah ditonton kecuali ericko buat konten bokep lagi ngewek baru kalian hujat atau lu samperin terus lu bakar hidup hidup itu mah terserah kalian,negatif
562,anjing iklannya banyak amat v,negatif
563,anjing jess pros lim kuontol susu manis,negatif
564,anjing jijik entot,negatif
565,anjing jujur aku suka sama channel elu tiap kamu upload aku tonton ape kelar,netral
566,anjing kamu,negatif
567,anjing kamu,negatif
568,anjing kamu bangsat kamu punya diri naro gambar mata satu channel agama apa,negatif
569,anjing kamu erik kolim kontol anjing,negatif
570,anjing kamu ganteng rando,negatif
571,anjing kamu muka monyet,negatif
572,anjing kau haters ericko abang w taikkchannel pendidikan,negatif
573,anjing komen banyak orang no life anjing bacot sosmed doang,negatif
574,anjing komen gua gaada bangsat gua unsubs lu anjing,negatif
575,anjing komen pertama sumpah kalau aku jadi kamu rik aku cari orang make bawa bawa orang tua kalau hina diri sendiri wajar lah ngina sampe orang tua bangsat,negatif
576,anjing kontol,negatif
577,anjing kontol aku dukung kamu eriko,negatif
578,anjing kontol bangsat ga bermutu mati aja tai anjing,negatif
579,anjing lagi kelaperan kok di toxic kontol bilangnya cuman bercanda akhirnya di serang dog lovers eh klarifikasi udah lama sih video nya tetep aja anjing bingung aja otaknya dimana gitu loh,negatif
580,anjing lho rick ajing tau gak kyk bocah anjing kontol pepek sorry bang sengaja biar abang auto kaya,negatif
581,anjing liat video kamu kok gua tertawa,negatif
582,anjing lo rik gua salut sama lo lo tetep semangag walau banyak heaters heaters diluar sana salam soapers dari tasik malayata hahaha,negatif
583,anjing lu goblok tapi gua suka video lu jadi gw subscribe,netral
584,anjing lu rik ngakak gua vvvv,negatif
585,anjing nasehat nya anjay bnr terusin lah aku suka i love you erickontolim,netral
586,anjing ngakakawoakwoakwosk,negatif
587,anjing ngaksk gua rik ngliat expresilu jhaha,negatif
588,anjing ngentot  bau me  erick tuh hatersnya,negatif
589,anjing ngomong anjing wkwkwk bangyinggg,negatif
590,anjing ngundang bikin ytr pake tegak sambung,negatif
591,anjing ni orang,negatif
592,anjing retard,negatif
593,anjing rip telinga gw pas dwtik pertama kontol,negatif
594,anjing sumpah haters tau diri goblok kalian haters mati aja kalian haters,negatif
595,anjing tertawa bangsat wkwkk komen aku masuk hate comment ini uda pake capslock bangsat tertawa anjing,negatif
596,anjing tertawa gua bang haters kontolangsat kontol memek muka kamu memek asu anjing jahanam kintil hapus channel kamu anjing kontol memek kntl asu anjing memek memek memek memek,negatif
597,anjing tertawa guah,negatif
598,anjing tertawa sumpah liat reaction kamu ajg,negatif
599,anjing tertawa tai,negatif
600,anjing tolol ericokontolll,negatif
601,anjing tulis sambung ngentoooooooooooot,negatif
602,anjing vidio kamu anjing anjing anjng,negatif
603,anjing youtube rewind ni iklan kaga gua skip bangsat,negatif
604,anjingg erick gila pro sekali bikin org tertawa,negatif
605,anjinggg ngentot kucing beranak tikus,negatif
606,anjingggggggggggg,negatif
607,anjinggggggggggggggggggggggggg haters semua video yg gak berfaedah itu hanya untuk menghibur gw terhibur anjinggggggggggggggggggggggggg haters,negatif
608,anjingkkk,negatif
609,anjink aku tertawa bangsad hahaahaha,netral
610,anjink anjink anjink anjink memek memek memek kontol kontol kontol sep buat video terus bang gua sih ok,negatif
611,anjink ending nya dilamain biar adsens ngalir ber banyak nih klo lebih toxic lu,netral
612,anjink iklan nya bisa skipp,netral
613,anjink iklan nya ga bisa di skipp,netral
614,anjink intro jmn old is back v,netral
615,anjink kamu kontol ganteng banget waduhhh aku laki jadi gay ngentot,negatif
616,anjink lo,netral
617,anjink ngukuk gua bang,netral
618,anjink tertawa gua liat nya adi kenal kamu gara gara penasaran ericko t siapa,netral
619,anjink wlau soapers kq gw seneng liat loe nyampah peppek memang mantap kontol kau memek kentod,netral
620,anjinkk menit di akhir nhentot lah semangat buat kamu aku suka dengan pribadi kamu tetep semangat buat hidup,negatif
621,anjinnkk tertawa aku,netral
622,anjir ada bang qory,netral
623,anjir ada dewa gemah qorygore,netral
624,anjir bando wkwkw,netral
625,anjir bisa ada efek instagramnya wkwkwk,netral
626,anjir gua baru nang kucing aku mati liat video langsung ketawa,netral
627,anjir gua ngakak bgt,netral
628,anjir gw dapet iklan bgst,netral
629,anjir intro legend balik lgi kwkwkkwkwkwkwkwkwk,netral
630,anjir intro legend wkwkwkwkw,netral
631,anjir ko ada qorygore,netral
632,anjir lipetan nya,netral
633,anjir lol,netral
634,anjir nonton channel lu wajib make headset bang wkwkwkw,netral
635,anjir opening nya bkn ngakakmong serius suka bikin motivasi anjing,netral
636,anjir terakiran aja ada iklan anjir wkwkw,netral
637,anjir tertawa,netral
638,anjir tertawa banyak bacot bisa apa aarna iri gabisa jdi jelek kamu,negatif
639,anjir zeno sama lu kalo buat zeno sama gak seneng lu di lenyapin beserta alam semesta ke ini jangan main lu nt gua sini gelud anjing send alamat kontol,negatif
640,anjirr muka nya warpath sama daylen jahahhahahahahaha ngakak,netral
641,anjirr opening legendd bangg mantapp,negatif
642,anjirr pada baper tuh yg komen ten doang,netral
643,anjirr parahh v,netral
644,anjirrr gilaa nihh haters nya ericko lim,netral
645,anjirrr intronya,netral
646,anjirrr ngakak cukkkkkk kampret ahahahaaaa,negatif
647,anjjing i like you kontolim wkwkwk,negatif
648,anjng dah wkwkwkkw jadi pengen jadi haters erick mantaaapp,netral
649,ankuu gaming nah ini panutan,netral
650,ankuu gaming yogs betul bgt cok,netral
651,antara golden ama silvier,netral
652,anti anti baper clubanya suka sama lu tapi gua nonton video lo buat hiburan doang  inget aja lah bang hanya pohon berbuah yg di lempari batu kayu tai jembut hate ah mana tau dibaca eric kontol ,netral
653,anti anti hatters club,netral
654,anti anti skip clun hd gua tinggi in,netral
655,anti pantad typyd si erick mah,netral
656,anti sekip kleb,netral
657,anti sekip sekip club,netral
658,anti sensor sensor club bilang kinthil gk di sensor,netral
659,anti skip bangoooott ,netral
660,anti skip club,netral
661,anti skip iklan,netral
662,anti skip iklan biar bisa nambah dana buat yt rewind k wkwkkw,netral
663,anti skip iklan club mana like nya wkwk,netral
664,anti skip klub,netral
665,anti skip skip club,netral
666,anti skip skip club,netral
667,anti skip skip club,netral
668,anti skip skip club,netral
669,anti skip skip club,netral
670,anti skip skip club anjing,negatif
671,anti skip skip club biar lo bisa makan tod,netral
672,anti skip skip club indonesia,netral
673,anti skip skip club tapi lo banyak lemak nya lemak gendut,netral
674,anti skip skip cuk,netral
675,anti skip skip iklan,netral
676,anti skip skip iklan club dapet apa nihh rickk,netral
677,anti skip skip iklan club tetap stay anjing btw gw suka chanel ini anjing,netral
678,anti skip skip sabun eh iklan,netral
679,anti skipp skipp iklan gantiin buat,netral
680,anu lu kecil,netral
681,anying ada goregore itu mepet akhir ngakak bangsat jing humor gua rendahan gini v,negatif
682,anying opening nya nyolong jesnolumutan eeeeeh maksutnya jesnolimit,netral
683,aowkaowk babi x ngakak gw asu,netral
684,aowkwowkoa memek ngilu anjing,negatif
685,apa,netral
686,apa aku kesini sg nya obby belum g prnh wkwkwk,netral
687,apa an hatter bawa berkah,netral
688,apa arti toxic bro erickolim,netral
689,apa artinya like,netral
690,apa bener gan kalau saia menaburkam rumah sekitar ular usir garam,netral
691,apa cmn saya yg anti skip club,netral
692,apa cuma aku doank yg ngerasa,netral
693,apa cuma aku yg hibur nonton bang eriko tertawa wkwkwkw,netral
694,apa cuma aku yg nonton vidio erico lim iklan nya kaga aku skip,netral
695,apa cuma aku yg pertama kali liat erickolim curhatt,netral
696,apa cuma gua di vidio ini yang sange sama kimi hime,netral
697,apa cuma gua mikir kalau ni youtuber youtuber paling tau diri,netral
698,apa cuma gua yg ngerasa kalo haters itu pada goblok udah tau ga suka tapi malah di tonton ahh sudahlah,negatif
699,apa cuma gua yg nnton chanel ni makhluk slalu pke headset,netral
