,text,sentiment,labeling
429,bang love bang,positif,tidak kasar
430,bang lu coli hari berapa kali,positif,tidak kasar
431,bang lu gans bed,positif,tidak kasar
432,bang lu ganteng,positif,tidak kasar
433,bang lu itu ganteng banget kek joni gua ada yg sensor emang gausah dipikirin omong si botak bikin gak seru aja coeg,positif,tidak kasar
434,bang lu kok toxic nya cuman di yutup,positif,tidak kasar
435,bang lu lucu v,positif,tidak kasar
436,bang lu ngefans youtuber luar siapa bang maka fans lu juga bakal jdi kyak lu,positif,tidak kasar
437,bang lu ngikutin gaya filthyfrank ya,positif,tidak kasar
438,bang lu siapa kok gw gak kenal anyingggg,positif,tidak kasar
439,bang maap ni ya tapi kan ada bagus abang ngasih yg ngk faedah terus kayak gin indonesia kapan maju kalau terus terus kayak gin bang abg bilang cakap kotor lah kan ngk bagus ank bawah umur nonton lu nanti ngikut bang bukan maksud ala ya saya cuma bilangin kalau terus san kayak gin indonesia kapan maju yg nonton jgn ngikutin hal yg ngk faedah ya,negatif,kasar
440,bang mabar ml ama kim hime,positif,tidak kasar
441,bang mabar yo pubg,positif,tidak kasar
442,bang main ff,positif,tidak kasar
443,bang main fortnite bang biar kaya ra your e,positif,tidak kasar
444,bang main getting over it dong,positif,tidak kasar
445,bang main pb bang,positif,tidak kasar
446,bang main point blank lagi,positif,tidak kasar
447,bang main pubg mobile lagi,positif,tidak kasar
448,bang maju terus yaa kadang content lo aga jiji sih bnr omong lo kalo tiap orang punya otak sama fikiran us,positif,tidak kasar
449,bang makan kondom dong,positif,tidak kasar
450,bang makin lama kamu makin gila,negatif,kasar
451,bang mana intro,positif,tidak kasar
452,bang mana tembak awkarin janji k subs,positif,tidak kasar
453,bang mantan luh berapa,positif,tidak kasar
454,bang masak masak lagi dong,positif,tidak kasar
455,bang masukin komenan gua you tube kamu wkwkwk,positif,tidak kasar
456,bang matiin ads cent kamu,positif,tidak kasar
457,bang mending lu sispackin tuh badan pasti lebih ganteng gw yakin deh,positif,tidak kasar
458,bang minta duit,positif,tidak kasar
459,bang minta psn id nya,positif,tidak kasar
460,bang mpl surabaya datang nggak,positif,tidak kasar
461,bang muka eluuu hasil poto kopi dari uya kuya kan soal mirip hhh,positif,tidak kasar
462,bang muka kamu ganteng gua ajak ketemu kicep haters jaman sekarang lemah,positif,tidak kasar
463,bang muka lu ganteng,positif,tidak kasar
464,bang mukalu kok biasa aja dari dulu pas gua liat lu masih main pb sampe skrng masih gitu baee tamnah kaya kntl,positif,tidak kasar
465,bang mukbang bulu ketek dong bang wkwkwk,positif,tidak kasar
466,bang napa upload lgi we kangen,positif,tidak kasar
467,bang nge react meme dong di kirim soapers,positif,tidak kasar
468,bang ngentod ama gua,positif,tidak kasar
469,bang ngomong kntl jam,positif,tidak kasar
470,bang ngomong ngomong yt riwand kapan keluar,positif,tidak kasar
471,bang nikah aja sama kim himi,positif,tidak kasar
472,bang nonton kocak parah,positif,tidak kasar
473,bang ome tv lg bng yg tuju like njing,positif,tidak kasar
474,bang omong jorok nya rangin,positif,tidak kasar
475,bang open meet and greet di alun alun kota serang donk,positif,tidak kasar
476,bang otongmu panjang berapa cm,positif,tidak kasar
477,bang permisi,positif,tidak kasar
478,bang please bantu channel saya,positif,tidak kasar
479,bang plis jangan kau grepe si ody,positif,tidak kasar
480,bang ps bgt gw lagi bahas globalisasi,positif,tidak kasar
481,bang pubg kamu pro,positif,tidak kasar
482,bang qory masuk yt rewind,positif,tidak kasar
483,bang qorygore dewa non human,positif,tidak kasar
484,bang rando gak ikut yutub riwen bang,positif,tidak kasar
485,bang rando lu ajak ytrewind kaga,positif,tidak kasar
486,bang review vidio mli,positif,tidak kasar
487,bang rewind kok ada gazell,positif,tidak kasar
488,bang rick kamu teriak ngomong kotor kedengeran ama yg ruang belah,positif,tidak kasar
489,bang rik,positif,tidak kasar
490,bang rik sama victory xd dong video,positif,tidak kasar
491,bang riko ngapain pikir heatres yg penting abng udah jadi youtuber buat kerja tetap makin banyak yg bulu makin naik karir abng,positif,tidak kasar
492,bang roy kioshi sm bando mana,positif,tidak kasar
493,bang sabar,positif,tidak kasar
494,bang sabar aku dukung lho,positif,tidak kasar
495,bang sabar bang sabar v sakit sakit dahulu senang senang kemudian,positif,tidak kasar
496,bang sabun gw habis tolong,negatif,kasar
497,bang saran aku kalau mau toxic sensor aja bang banyak subscriber kamu yg kecil kecil,positif,tidak kasar
498,bang saran gw mending lu bikin buah brand bang jamin banyak yg beli dah,positif,tidak kasar
499,bang sebenrnya gw gamau komen tapi gw mau lu kaya jadi gw mau komen hate,negatif,kasar
500,bang sebrapa greget kamu sama arap,positif,tidak kasar
501,bang sekali kali ajak haters lo libur,positif,tidak kasar
502,bang selalu semangat buat video gua dukung lohh kok bangg kemudian,positif,tidak kasar
503,bang semangat bang biarin aja heters ajg itu lo ngejek dia dia makin kaya ajg like soapers,positif,tidak kasar
504,bang semangat bikin pideo ya,positif,tidak kasar
505,bang semangat buat youtube rewind semangataturanmahhlusirikamabanggerickolimm makanyakerjadherr,positif,tidak kasar
506,bang semangat yg penting he,positif,tidak kasar
507,bang minggu gk toxic cobak bang,positif,tidak kasar
508,bang sensor yg jorok nya donkkkkk,positif,tidak kasar
509,bang senyum kamu manis,positif,tidak kasar
510,bang telah yg rewaind selesai kasih gue ipad bang buat main pubgm,positif,tidak kasar
511,bang skin ml bang,positif,tidak kasar
512,bang subscribers,positif,tidak kasar
513,bang sumpah gua tertawa bat anjis liat video luu wkwkwk terus berkaryaa bngg wkwkwkek guaa dah subscribe kamu pas mas k,positif,tidak kasar
514,bang tdi gw nonton youtube sama keluarga gw ketik di youtube channel keluarga eh yg muncul channel lu hadeeeh v,positif,tidak kasar
515,bang terus karya jangan pernah denger omong haters moga sukses selalu bangrang belakang kamera seger,positif,tidak kasar
516,bang terus pake intro erickonolimitpros kocak,positif,tidak kasar
517,bang tetap semangat dalam mebuat video bang dan tetap dalam prinsip loh yang apa ada bang salam wtf dari gbelinya,positif,tidak kasar
518,bang tidak kasar,positif,tidak kasar
519,bang tindik mulut lo knapa ga di pasang,positif,tidak kasar
520,bang tobat yuk,positif,tidak kasar
521,bang toblatlah indonesia tanpa coli,positif,tidak kasar
522,bang tonti kamu mana gua mau liat,positif,tidak kasar
523,bang toypotography,positif,tidak kasar
524,bang unbox iron man mark bang,positif,tidak kasar
525,bang yakult nya donk,positif,tidak kasar
526,bang yg nghate lu,positif,tidak kasar
527,bang yg sabar rejeki tuhan yg ngasih,positif,tidak kasar
528,bang yg sabar ya gw tetep suport lo kok wkwkwkwk lu gua putus v,positif,tidak kasar
529,bang youtube rewind kapan bang jadi nya,positif,tidak kasar
530,bangat kau,positif,tidak kasar
531,bangg haters goblok gitu jangan dipeduliin aku video nya bang erick niat hibur semangat bang buat bikin video toxic nya buat para subscriberau enggk,negatif,kasar
532,bangg mohon bca,positif,tidak kasar
533,bangg youtube rewind gaming sekali dahh,positif,tidak kasar
534,bangga jika loe kena komen hatters,positif,tidak kasar
535,bangggg woiiiii eluu emanggg berfaeedaaahhh baggiii moodddd guaaaaaa buat konten lagi yg ga faedah bang dari pada yang lain lain,positif,tidak kasar
536,bangke iklan hago x vidio kamu aku skip u bngst good luck erick,positif,tidak kasar
537,bangke kamu,positif,tidak kasar
538,bangke kamu rick anj woy ngeteh sruputtt ah seger bau me k,positif,tidak kasar
539,bangke rik gw pake headset,positif,tidak kasar
540,bangkit lagi ni intro,positif,tidak kasar
541,bangsad gua nonton vidio kamu gua siap headset dulu jing why gitu,positif,tidak kasar
542,bangsad kau,positif,tidak kasar
543,bank ajak aku doooong ikut youtube rewind indonesia aku punya utub lho,positif,tidak kasar
544,bank bikin konten rem bank,positif,tidak kasar
545,bank erickolim bagaimana rasa nya coli pertama abank kapan,positif,tidak kasar
546,banting semua haters bang h ngadepin haters stres mereka,positif,tidak kasar
547,bantu channel saya subscriber akan ada giveaway,positif,tidak kasar
548,bantu like guys erick udah habis uang ytbrewind pin gua rick,positif,tidak kasar
549,bantu subs dong aku mula nanti aku subsback coment aj lapak aku,positif,tidak kasar
550,bantu subscribe chanel gan,positif,tidak kasar
551,bantu subscribe channel gue thanks,positif,tidak kasar
552,bantu subscribe channel gw guys v,positif,tidak kasar
553,bantu subscribe channel saya,positif,tidak kasar
554,bantu subscribe gaizzz,positif,tidak kasar
555,bantu up channel guys,positif,tidak kasar
556,banyak baca al quran bang erikkk bukan kata a j ng,positif,tidak kasar
557,banyak banget njerrr iklan nya,positif,tidak kasar
558,banyak berlian banyak sampah,negatif,kasar
559,banyak bet ngomog anjink nya tapi ttp semangat bang,negatif,kasar
560,banyak hater auto kaya hmmm illuminati,positif,tidak kasar
561,banyak haters asbun,positif,tidak kasar
562,banyak haters auto kaya,positif,tidak kasar
563,banyak haters banyak adsense,positif,tidak kasar
564,banyak haters banyak duituit njer,positif,tidak kasar
565,banyak haters banyak rezeki,positif,tidak kasar
566,banyak haters banyak subscriber,positif,tidak kasar
567,banyak haters banyak uang,positif,tidak kasar
568,banyak haters banyak uangg,positif,tidak kasar
569,banyak haters kamu tu rata rata fans si astronot roket,positif,tidak kasar
570,banyak haters kaya sa ae wkwk,positif,tidak kasar
571,banyak haters sini fansnya m ro,positif,tidak kasar
572,banyak haters tapi banyak duit,negatif,kasar
573,banyak haters yang bully di komen tapi kok dia nontoninn dan ngelike haters ngentor,negatif,kasar
574,banyak hatters banyak duit,positif,tidak kasar
575,banyak iklan bngst,positif,tidak kasar
576,banyak iklan lewat jangan di skip lah nonton dulu boyyyyyy,positif,tidak kasar
577,banyak iklan nya tol susah mau nonton,positif,tidak kasar
578,banyak iklan pepeq tapi gua skip skip club ah,negatif,kasar
579,banyak koment munafik rik wkaowkoawokoawokoawk,negatif,kasar
580,banyak kuping panas,positif,tidak kasar
581,banyak orang yg hibur sama konten yt kamu bang,positif,tidak kasar
582,banyak subs bikin untung banyak haters cuan limpah ruah,positif,tidak kasar
583,banyak yg hate comment bang v pada mau masuk part v,positif,tidak kasar
584,banyak yg iri bang tapi nambah duit lu klo banyak haters,negatif,kasar
585,banyak yg nonton bocah,positif,tidak kasar
586,banyak mana haters si pudak niku project sama channel lu,positif,tidak kasar
587,banyakin lagi toxicnya ya kentot,positif,tidak kasar
588,bapak kau jess no limit,positif,tidak kasar
589,bapak kau jual grobak timbang,positif,tidak kasar
590,bapak kau daftar kerja di salon,positif,tidak kasar
591,bapk kao coli pake film azabb,positif,tidak kasar
592,bar kuning bau uang,positif,tidak kasar
593,barbar,positif,tidak kasar
594,barbar indo tebar btw bang colab dong ama bungcorygore,positif,tidak kasar
595,baru baca pertama dah ketawa en mikir dulu bajing,positif,tidak kasar
596,baru buka ud lebay tengah,positif,tidak kasar
597,baru tonton wkwkwk,positif,tidak kasar
598,baru kali wkwkwkw biasanye max tumben,negatif,kasar
599,baru kli ini gw hmpir jdi fans nya si rik tdinya fw adalah fans yg t e r t u n d a,positif,tidak kasar
600,baru nonton detik,positif,tidak kasar
601,baru nyadar,positif,tidak kasar
602,baru sadar drama kamu sekarang nyalip channel kelvin gaming nyata,positif,tidak kasar
603,baru satu hahahahaha,positif,tidak kasar
604,baru tau gw,positif,tidak kasar
605,baru tau gw tuju yt erik itu cuman entertain daong,positif,tidak kasar
606,baru upload langsung k views wikwikwikwikwik,positif,tidak kasar
607,barusan gua pencet tombol subscribenya kali,positif,tidak kasar
608,bau bau sindir ashiaaaaappp,positif,tidak kasar
609,bau bwanggg,positif,tidak kasar
610,bau gore,positif,tidak kasar
611,bau gore sa ae kamu mancing dewa wkwkwic lah,positif,tidak kasar
612,bau gore wkwk,positif,tidak kasar
613,bau maamek,positif,tidak kasar
614,bau mem k,positif,tidak kasar
615,bau memec ewkwkw ajg,positif,tidak kasar
616,bau mes,positif,tidak kasar
617,bau mmek,positif,tidak kasar
618,bau pepeq,positif,tidak kasar
619,bau the beast,positif,tidak kasar
620,bawa santai aja rick,positif,tidak kasar
621,bayak benci erik makin kaya bosss wkwkwk mantap gan,positif,tidak kasar
622,bayangin erickolim botak kaya apa bebas njer,positif,tidak kasar
623,bazeng lu kamvreet,positif,tidak kasar
624,bcd,positif,tidak kasar
625,bcd ea ngeod lu qimax asw,positif,tidak kasar
626,bcod kontoru yess,positif,tidak kasar
627,be patient bb,positif,tidak kasar
628,be yourself aja rik emg palkon kamu,positif,tidak kasar
629,be yourself d,positif,tidak kasar
630,bebas karya dan inovasi,positif,tidak kasar
631,beda in ama miawaug miawaug pernah ngomong kasar kotor kalau ericko lim kata temen aku sellalu kata kasar,positif,tidak kasar
632,beda youtuber zaman dulu raditya arap bayu skak sama youtuber zaman now gausah dsebutin kamu tau,positif,tidak kasar
633,bee and need,positif,tidak kasar
634,begitu indonesia,positif,tidak kasar
635,begitu yak,positif,tidak kasar
636,bekarya terus bang gua akan suport lu,positif,tidak kasar
637,bain kok muka macam biji karat,positif,tidak kasar
638,beli subscrib aku cmn k mau dpet akun,positif,tidak kasar
639,beli subscribee hahhaa hater goblok,negatif,kasar
640,beli subscriber dmana kuy gwe mau beli,positif,tidak kasar
641,beli suncribers mana,positif,tidak kasar
642,benar,positif,tidak kasar
643,benar ane haters kagak komen takut bacotin saya unsub terlalu toxic bahasa terlalu kasar saya sering nonton video ente subscribe,positif,tidak kasar
644,benar channel didik channel kyk gin harus di sebar biar orang pada tau ngerti,positif,tidak kasar
645,benar channel sangat didik gua,positif,tidak kasar
646,benar laku buat para viwers benar dia bukan orang ngeselin,positif,tidak kasar
647,benar masalah bagaimana bagaimana elu yng penting hibur laku elu emng aneh itu yng bikin hibur tetap diri kamu bang semangat,negatif,kasar
648,benar nya channel cuman buat hibur doang,positif,tidak kasar
649,bener bang elu elu udah has sama omong jorok kamu bocah ngentod smua,positif,tidak kasar
650,bener banget kata kata lu kata kata lu motivasi gua thanks,positif,tidak kasar
651,bener banget nih mulut erickontol im proud of you kingg lanjut apa yg lu suka salam soapers ngentodd,positif,tidak kasar
652,bener juga lu lim banyak haters banyak duit v,positif,tidak kasar
653,bener kamu bocah,positif,tidak kasar
654,bener lah buat video didik yg nonton pada bawah umur anak kecil kids kodomo you know,positif,tidak kasar
655,bener rik lo pada kalo mau ada konten yang didik jangan sini sana pergi ke channel majelis lucu,positif,tidak kasar
656,bener si kita di ciptain otak buat bisa pilih buruk dan baik nya dan gantung orang itu dah bisa nyaring atau ngga nya hehehe,positif,tidak kasar
657,bener subscribe ramozz,positif,tidak kasar
658,bener tu kata hatters,positif,tidak kasar
659,bener tuh,positif,tidak kasar
660,bener tuh heters bisa hasil uang wkwk,positif,tidak kasar
661,bener tuh rik fans yg tunda,positif,tidak kasar
662,bener tuhh,positif,tidak kasar
663,bener wkwkwk,positif,tidak kasar
664,benerr banget tolo,positif,tidak kasar
665,bentar bentar foto qorygore ngapa situ bgst wkwkwk,positif,tidak kasar
666,berani gak minggu gak toxic,positif,tidak kasar
667,berani komen ciut dunia nyata mending masuk aja perut mak kamu,positif,tidak kasar
668,berani ngehujat entar dibikinin video batman sagne,positif,tidak kasar
669,berapa banyak anak bawah umur tonton video,positif,tidak kasar
670,berapa gereget kamu,positif,tidak kasar
671,berapa greget kamu,positif,tidak kasar
672,berapa gregetnya kamu,positif,tidak kasar
673,berat tamabah steres nya dong wkwkwk tuju sih,positif,tidak kasar
674,bau gor,positif,tidak kasar
675,bau gor hhhh,positif,tidak kasar
676,bau gore kata please dong bg rickontoru collabs sama qorygore,positif,tidak kasar
677,faedah sangad bang lim,positif,tidak kasar
678,beri nama buat haters lu dong rik yang tuju likeee,positif,tidak kasar
679,mutu dan faedah kok,positif,tidak kasar
680,didik bgt h gg,positif,tidak kasar
681,sabar la eric,positif,tidak kasar
682,sabar lahk rik ini uji dari tuhan,positif,tidak kasar
